source_id,jsd,jaccard,dom_eq,dom_A,dom_Ap,tci1,tci2,h1,h2,hn1,hn2
S143967217,0.08673284126705036,0.5,True,3312,3312,0.30772377999999995,0.24009748709644443,1.8817289561638395,2.141382821209894,0.6001379133803382,0.6829490580244404
S144178814,0.041508309621477696,1.0,False,3318,3312,0.3323399586848635,0.3152282586943474,1.4870258216794967,1.5090607899395472,0.505028574951303,0.522099202573844
S144751283,0.02724020948223619,1.0,True,1311,1311,0.34336885999999994,0.3470375140324313,1.4204395547110098,1.4941180101243217,0.5382374754693533,0.5661559502165667
S145066639,0.11251218241771038,0.0,False,3320,3312,0.4265160425263343,0.3532753713929677,1.1183890025647125,1.581034481150108,0.48571017243513637,0.547000390808173
S145715788,0.14059226627737614,0.3333333333333333,True,3320,3320,0.25564356000000005,0.34425664,1.4868374082585405,1.2324562180137604,0.8298197575030066,0.7657681035671665
S14636018,0.07431835663560554,1.0,True,3320,3320,0.32016611999999994,0.3892282957491679,1.4292125723819653,1.1485949715607982,0.6504626732851564,0.5902610519393251
S147265922,0.08982423199996029,1.0,True,3312,3312,0.28467884000000004,0.18883191531914886,1.827062229376802,2.281848659760393,0.6321201500760161,0.7749689077972932
S147353869,0.0884707304794822,1.0,True,2303,2303,0.1739472741324561,0.2820395845522376,2.0883795400615273,1.5026249918042311,0.7371063476185894,0.6047007809860493
S149201819,0.04211583350151321,1.0,True,1312,1312,0.15693293999999994,0.15945023352857923,2.423825480096765,2.4441546866151627,0.6367324359883059,0.6383869455249788
S150607185,0.05579645791192894,1.0,True,1311,1311,0.25518508583913324,0.16389735165774993,2.0033512639127546,2.3351361976143323,0.6223760632315736,0.7085108555282679
S150708946,0.028141879687038414,1.0,True,3312,3312,0.5820633715050653,0.6268255051290311,0.8278209419664367,0.8836839396672574,0.37675754700051467,0.36852482662263575
S150892397,0.03613245003475349,0.6666666666666666,True,2604,2604,0.19332144000000004,0.15391424000000004,1.981502089319232,2.192909226069121,0.6508416770943305,0.6993823222280415
S151245446,0.06547498609874092,1.0,True,3304,3304,0.6016524072956609,0.5660935551846906,0.9725584174532956,1.1213024268136593,0.3591360370858163,0.4140626441700657
S151579836,0.008584974711840252,1.0,True,2604,2604,0.15403847999999995,0.14957272000000002,2.4502538742793534,2.4865534655778387,0.6114425132676385,0.6233550790255769
S152450506,0.16471179565222976,1.0,True,3312,3312,0.2253979681523898,0.20025823528378414,1.9909953964960843,2.0223410722477504,0.6761883708860992,0.746788619880323
S152704329,0.02831082757779608,1.0,True,3312,3312,0.41489338162759853,0.46235632338726246,1.1184415898010323,1.1016665549125526,0.6242141364448272,0.6148518112127987
S152710239,0.053282890229431515,0.6666666666666666,False,1110,1312,0.17186137135528967,0.13327515999999998,2.334059637063966,2.586649889874891,0.6416506811317786,0.692048830967271
S152731354,0.05681212287788604,1.0,True,2611,2611,0.164287,0.14961391128611806,2.0761803151895744,2.1842083809137587,0.8094430048491544,0.8065612594717626
S156070145,0.18892711037782808,0.4,True,3318,3318,0.1039142,0.13944402000000006,2.509864562140063,2.2634111107962784,0.8683535449318588,0.8358084018808226
S157620343,0.09992124708323227,0.3333333333333333,True,3312,3312,0.23072565999999997,0.2139473183968474,2.1833065564516265,2.268091908118974,0.6552138531067622,0.673564789859311
S159327246,0.04316275439391562,0.6666666666666666,True,3312,3312,0.2296949928150743,0.17019229627379862,2.1148564575522775,2.4238236960301096,0.6570170993281085,0.7530031687784523
S159612214,0.04267816753075583,0.5,True,3312,3312,0.33539482865274584,0.2869686808664866,1.5960936564429458,1.756612521373092,0.5893885038738631,0.6077462238461983
S160173694,0.024203646999503364,0.5,True,3312,3312,0.34518898434497913,0.29726650032740054,1.451175050012937,1.5489509424821055,0.5657714238261323,0.6233437149899591
S160300278,0.04628153193215041,1.0,True,3320,3320,0.47014768026619924,0.40356874,1.0813021876667805,1.3166389040225657,0.4921218335258588,0.5992281888721535
S160362754,0.04959372035733506,1.0,True,1311,1311,0.1740689406134878,0.200360656248073,2.507400787564197,2.333728008771312,0.6797188194284519,0.6462977185383746
S161550498,0.1260623388125448,1.0,False,3320,3312,0.200112256898269,0.22709887999999998,1.9871720182452337,1.9386648778342135,0.7167208040289279,0.7158895640284485
S161901644,0.07163667368154475,0.3333333333333333,True,3312,3312,0.22450556879226033,0.2628359647659037,2.3204983525476597,2.210119137002161,0.6636617572691342,0.656348372281576
S163559066,0.08764955387335091,0.5,True,3312,3312,0.361867919965314,0.2657645602544053,1.4391154709124936,1.644291151435012,0.6549696766350525,0.7483491530157786
S16390937,0.08572745500555443,0.5,True,3312,3312,0.2990819777290669,0.28109009999999995,1.8639513465144912,1.7879223378989333,0.6330412549565448,0.6602249608117408
S164212335,0.024843027854894017,1.0,True,3320,3320,0.6001791481685748,0.69001148,0.7758909594968143,0.6656125404922687,0.37312467984554454,0.34205718121949547
S164505828,0.020099748741004127,1.0,True,3312,3312,0.36914919464995993,0.35296000000000005,1.310222412560823,1.4170070436907505,0.527272287139078,0.5369368174723709
S165431477,0.06691633059087392,1.0,True,3312,3312,0.42250967922792165,0.5104220372843875,1.4696292604434347,1.2298359238167171,0.499120297904588,0.45414074056535536
S16648056,0.17104084665273742,0.16666666666666666,True,3312,3312,0.14306461999999998,0.18736049683945163,2.603541697151879,2.4787413027148073,0.7512233390457304,0.7029177208092228
S16719124,0.023927563381555515,0.6666666666666666,True,2604,2604,0.17880129035950595,0.17287229106685373,2.039851493517738,2.0689262437560276,0.7199780764117647,0.7462074079579629
S16770927,0.134715028793975,1.0,True,3312,3312,0.3963062399999999,0.35478199999999993,1.2736860171830644,1.373072636801976,0.5796794876230645,0.5963178694154461
S168233274,0.3287478985357506,0.0,False,3320,3322,0.47912084104058333,0.38846115999999997,1.0551281271409323,1.1208989070479831,0.6555879658291169,0.8085576472679922
S168777572,0.14418546966449444,1.0,False,1312,2737,0.09634743852423049,0.09838567188176692,2.632624031206545,2.594068848647843,0.8516945564258704,0.8520445822654499
S170381558,0.01898003300122855,0.5,True,2604,2604,0.16923762,0.16809282975312112,2.27227789451301,2.237640396942214,0.7246952914054922,0.7239112470005358
S170643298,0.123968189101404,1.0,True,3312,3312,0.4678332119640607,0.4010827708483498,1.0072423290108075,1.3483176462280912,0.625834846581601,0.6928982033845
S171076169,0.12300178516220399,0.42857142857142855,True,3312,3312,0.0908557300471209,0.07421591539313901,2.8546744023208594,3.0504856295491822,0.8236849207161939,0.8579991541731828
S173252385,0.05737154787018038,1.0,True,3312,3312,0.29461731999999996,0.34640870827756837,1.9305682070305852,1.8219072667693061,0.5793666628610012,0.5527904871633028
S173864314,0.05528799346975162,1.0,True,3312,3312,0.26975239682311136,0.25119894727746594,1.6885236210906909,1.754755947395008,0.7041690436797787,0.7317900691080592
S173952182,0.006567340562269359,1.0,True,3106,3106,0.5230492200000002,0.499038332676152,0.9899777772285064,1.0455107330384035,0.2939978627397531,0.30167062995013794
S174538591,0.01581187894165605,1.0,True,3312,3312,0.2510316226077782,0.21588481330907713,1.8368712262304223,1.974757274329808,0.5706561315721567,0.5991671780538953
S175220671,0.33772883620958616,0.3333333333333333,True,3312,3312,0.4456,0.24951431574572572,0.8783130902136367,1.7993020568107179,0.7994750279722882,0.781426954550066
S175590358,0.03541591292431637,1.0,True,3312,3312,0.42075402477975093,0.42918262918233724,1.085801494988015,1.066692389337258,0.5221601440696774,0.5129706067502872
S176933442,0.03340318546380411,1.0,True,1311,1311,0.22944729999999997,0.21674296,1.8854306096623552,1.9303073439316496,0.6654742798023984,0.6813137979817975
S17740374,0.15262107864109886,0.25,True,3312,3312,0.2576661361478137,0.1342919178611788,2.066695353672272,2.500712225410843,0.6420550111643075,0.7675377927657816
S178410430,0.10167206607015461,1.0,True,3312,3312,0.24488733555880457,0.27184788,1.7824837489884064,1.679574125653648,0.7173242299224717,0.7294297747188582
S179765101,0.23629457912910795,0.5,True,3312,3312,0.549521500204744,0.24717551242575975,0.9487387067621379,1.555213563679132,0.5894845022802238,0.8679812164459585
S179905963,0.03952336194137795,1.0,True,2604,2604,0.31873269417302297,0.37034239477553116,1.73778392853843,1.5668500908519674,0.6012319777865955,0.5069002171580129
S180716411,0.13013958286245544,0.3333333333333333,True,3312,3312,0.2803905453051555,0.2049371066451738,1.8080206597224098,1.9038665023660655,0.6381519639230301,0.7030395897355108
S180901878,0.009601225739435056,1.0,True,1311,1311,0.23027777967701796,0.24685635193397806,2.2378132649509994,2.2125433583964185,0.5663566776271693,0.5599612466301532
S180943771,0.12426156464825727,0.6666666666666666,True,3320,3320,0.17244913844781912,0.22215517881421104,2.0348485883996115,1.6607638693131954,0.8188833124066107,0.7986585994485712
S181098927,0.054725831015570915,0.6666666666666666,True,3312,3312,0.17681435867089407,0.22130585990313997,2.5788184664015184,2.414334168157061,0.6856371336482282,0.6501379601068885
S181266130,0.4858466492852733,0.0,False,3317,3312,0.48651098,0.39775914,1.150875490385822,1.3844760916392784,0.46314636828872785,0.5571541658345174
S18131899,0.08411183250512391,1.0,True,3320,3320,0.37512656093654706,0.3630069249849337,1.2310568917473923,1.4322008854513133,0.5602781365388922,0.6219969415284565
S182554291,0.27272325193713465,0.25,False,1202,1312,0.19682859512834947,0.13642179999999998,2.0899722712322935,2.3775799146874506,0.6976498833631926,0.7582791582292541
S182709241,0.0616627625057084,0.5,True,3312,3312,0.32893880236339335,0.3199103888786718,1.4252220185953959,1.4288643610744274,0.6189660581629941,0.5958827215197462
S184365670,0.03593788361408948,1.0,True,1311,1311,0.499068863765543,0.43180989707535444,1.2343426236338535,1.3986250432897258,0.3936676449164099,0.434507299872928
S184577771,0.25353163752471,0.3333333333333333,False,2611,2604,0.28557162146857745,0.23330890000000004,1.6519855828213363,1.8366978066521376,0.6648079045393015,0.7391415717000215
S184583347,0.09473501051199093,1.0,False,3312,3600,0.20589324659038563,0.15632168,2.1344081646199364,2.35680675922157,0.6716085625227604,0.741588055153722
S184885884,0.014439084867459134,1.0,True,3312,3312,0.53680794,0.5778938054599699,0.7573126514345864,0.7839543480771216,0.546285603313575,0.48709822356022153
S185232611,0.05697030696163792,1.0,False,2610,2604,0.19608121999999997,0.16767513999999997,1.9797833310983675,2.1549185550284755,0.6987766506365448,0.7772225782147981
S186310538,0.07042275896590183,0.25,True,3312,3312,0.17470945014293407,0.21392057197518932,1.971650585289773,1.830422399220987,0.8222421586364089,0.7136290601201218
S187585107,0.0038279241383434295,1.0,True,3106,3106,0.6366762788890151,0.5923846501646799,0.9118270879393702,1.0225164671734381,0.24889088161043119,0.26273475876310176
S187806540,0.01218613891850336,1.0,True,3109,3109,0.13477178101170575,0.13777236554288821,2.7220318332636437,2.689671314665013,0.6266468151563839,0.6155632028304
S188931513,0.060858473610349836,0.5,True,3312,3312,0.4004617,0.3112499999999999,1.2502578341926271,1.4310490050569948,0.6425054285263857,0.7354137115486706
S189157259,0.035091620110200936,1.0,True,3312,3312,0.46895134000000005,0.32137083999999994,1.1499747322342109,1.5365789178747056,0.5233760554546362,0.6408031807333691
S18992820,0.02711263277036772,1.0,True,1311,1311,0.41381263999999995,0.367719910304862,1.3684153283865357,1.562422364438497,0.38488927236375176,0.4154052739494791
S190552063,0.06290029377223419,1.0,True,3312,3312,0.4035567011772611,0.30911575272794534,1.643866445723153,1.7493337097089616,0.5106958252390685,0.5745839439492015
S190942573,0.0789266819280609,1.0,True,3312,3312,0.3414763713109742,0.3299912902842347,1.6134771017650351,1.649294665085082,0.5819388533260784,0.594857308570718
S191292005,0.04223504831913724,1.0,True,3312,3312,0.6008115999999998,0.4197537565537733,0.9354117581060929,1.2240526692603104,0.4807065519238954,0.6831568021725984
S193008421,0.021344248127793654,0.5,True,3312,3312,0.33729279532084083,0.3008409151746258,1.548445286008995,1.65607167446198,0.5717934199959656,0.6275239479937386
S193055789,0.15950743834213654,1.0,False,3312,3320,0.14464727800912905,0.18610850643762747,2.2087149871608527,2.0334072479241394,0.8369333103812701,0.7705051440548223
S193359815,0.057982017711162064,1.0,True,3312,3312,0.33258394969762595,0.2835759954241801,1.8990273082859888,2.0110943302269138,0.5639621239615341,0.5856440954701911
S194005134,0.06052761350605307,1.0,True,3312,3312,0.46951179650092795,0.368105702994574,1.1302120026503824,1.5336226215710302,0.4406371608712476,0.5531374376839142
S194011547,0.03953198133434757,0.5,True,3320,3320,0.3299110183995175,0.38776073827004665,1.4979576401918246,1.3568047541999524,0.54027401474162,0.46080246994422647
S19523265,0.13302918743573672,0.6666666666666666,True,3312,3312,0.15676858629473867,0.19973581516567496,2.4222990151074932,2.2618295499331453,0.6813113577669633,0.6414062130471874
S195279327,0.07577768029945438,1.0,True,3312,3312,0.6423884258909376,0.5322529552685241,0.8793865283965926,1.084722627264411,0.42289552784744194,0.5216413183648044
S195570583,0.11437259870137423,0.3333333333333333,True,3312,3312,0.17947714798273037,0.2998679808129556,2.1563779260608316,1.9408940957479233,0.6976215819093645,0.6190073915262423
S197264859,0.08528879609923831,0.3333333333333333,True,1312,1312,0.27572977705998497,0.20440091105728367,1.8490822058391965,2.113443188606091,0.5610357190041723,0.5944405869845337
S198031716,0.06140834505676795,1.0,True,3312,3312,0.421875,0.4,1.2468296415485096,1.2706817223249798,0.6958688724473058,0.7091809721940124
S199451182,0.1552670872072196,0.6666666666666666,False,3312,3320,0.15529248994908526,0.25919122140563344,2.201292396611768,1.8196389313146943,0.7769596318010601,0.6719369273782586
S199718347,0.03076458344829601,1.0,True,3312,3312,0.37895393542337596,0.42430012578215515,1.2361857881949443,1.2071138095240028,0.5944797020820869,0.5242428665054873
S199832308,0.05054751216200597,1.0,True,1312,1312,0.15613040591715066,0.18866312031014884,2.484913645963426,2.3015620847056844,0.6454073721380816,0.6082047432497666
S201345032,0.09290995516904291,0.3333333333333333,True,3310,3310,0.25138413066002674,0.18008588537621636,1.6898353137572837,1.9407091494683837,0.8126390090255596,0.8832547976598644
S20177303,0.01873183588096993,0.5,True,3312,3312,0.31085202675521684,0.30254241093393014,1.6625824786385013,1.7269399124421383,0.5231448450501781,0.5507712001727898
S202534398,0.05509714070418005,1.0,True,3312,3312,0.13877279405346132,0.12486049665206461,2.576250673609872,2.597425110031853,0.6654913207427785,0.6746300086984187
S20255291,0.021656366589608976,1.0,True,3106,3106,0.36450446546186294,0.30028739053981096,1.771880981916444,1.9991439078087159,0.520957998929933,0.5536387024496968
S202580180,0.1966187599460446,0.6666666666666666,True,3316,3316,0.13743054228586402,0.24220401803293076,2.2174799880549694,1.9123674670476467,0.8402545724075839,0.6494844962244831
S20330309,0.1337897512763235,0.5,True,3312,3312,0.39754913999999997,0.2529688598173386,1.1227629629216336,1.786413427455024,0.6266259407047278,0.775829493941592
S203532909,0.06388352307151365,0.5,True,3312,3312,0.13574338,0.13311408956599236,2.610077461866791,2.6379714291512366,0.698316793196276,0.6929880009694273
S20435353,0.3800510972620489,0.0,False,3312,1105,0.2817431785468589,0.37193553999999995,1.5617688809620465,1.1684621633161807,0.7510520731928835,0.842867284241322
S2047265,0.2660755829132049,0.5,True,3312,3312,0.32,0.25954326,1.5314011781068388,1.481049164667406,0.736448295088751,0.9202275858081905
