source_id,jsd,jaccard,dom_eq,dom_A,dom_Ap,nucleo_A,nucleo_Ap,tci1,tci2,h1,h2,hn1,hn2
S191292005,0.005928363058907912,1.0,True,3312,3312,3312,3312,0.4590061485821804,0.5118525357795624,1.3391957843659819,1.2184797607427111,0.581605339338243,0.5291790364013539
S193008421,0.024216784556278216,1.0,True,3312,3312,3312|3320,3312|3320,0.22089729174419725,0.2172533879498178,2.1219893107114745,2.117563610587699,0.6512972485462563,0.6663082891694947
S193055789,0.0561734324868325,1.0,True,3320,3320,3312|3320,3312|3320,0.1962527536905021,0.23021033143149208,2.167942274257697,2.104352603215263,0.736283648463122,0.6807905860137744
S193359815,0.020868992445226935,1.0,True,3312,3312,3312|3318,3312|3318,0.259608181726228,0.25919644453904345,2.2548560481236084,2.2372808334601677,0.6071932919628864,0.6106846423135075
S194005134,0.05881787392141731,0.5,True,3312,3312,3312,3312|3320,0.3070681832738277,0.21527493111237958,1.8936016345628375,2.1875538404166734,0.6039244546977106,0.6796018111404607
S194011547,0.012945648269565593,1.0,True,3320,3320,3312|3320,3312|3320,0.268720182637317,0.2767127297788286,1.770559801885996,1.7676275673990491,0.6013233130024773,0.5805927213730154
S19523265,0.016263398310771414,0.6666666666666666,True,3312,3312,3312|3320,1211|3312|3320,0.15058079662969742,0.13789072355638926,2.6973226348768273,2.730556462854963,0.6700837199107479,0.6813899260778735
S195279327,0.03613005792767164,1.0,True,3312,3312,3312,3312,0.4124837837136611,0.4042026589732243,1.5174715340098406,1.4750722489268393,0.5750051417909398,0.5936127415702658
S195570583,0.0454343942168592,0.3333333333333333,True,3312,3312,3306|3312,3304|3312,0.1818810403086349,0.23233581930278624,2.3480851855906626,2.254367668103488,0.720692330073364,0.691927830190225
S197264859,0.04814386981072061,1.0,True,1312,1312,1311|1312,1311|1312,0.19354678064917924,0.15676823049953323,2.350353495963292,2.598453204249657,0.6558786311244936,0.6866604096579436
S198031716,0.03317233256782458,1.0,True,3312,3312,3312,3312,0.51824142,0.48051111999999996,1.1339286184255863,1.2852881438565598,0.5453043981748891,0.5581935485325767
S199451182,0.03152920737131171,1.0,True,3320,3320,3312|3320,3312|3320,0.20997285600340407,0.21005600744998099,2.110668918025722,2.102452804621998,0.6731535039366232,0.6801759718109831
S199718347,0.01733984055912962,0.5,True,3312,3312,3312|3320,3312,0.3895427873033672,0.3981346640296775,1.2596605325629942,1.260696113103623,0.46515405513911695,0.45470000761064716
S199832308,0.02801644480850886,1.0,True,1311,1311,1311|1312,1311|1312,0.1419679253402403,0.16272494039052107,2.698071352978093,2.6163804046300068,0.6862133789764793,0.6722767764740291
S201345032,0.1036468776546975,0.5714285714285714,False,3310,3320,1203|1208|3310|3312|3320,1202|1208|3310|3312|3314|3320,0.08941767891968909,0.06700522801793281,2.583948858158572,2.8968255679697354,0.9120205732404252,0.9238816494232668
S20177303,0.009534383968989828,1.0,True,3312,3312,3312,3312,0.33789346909662255,0.3267234914310511,1.7532560851761219,1.7765383446161915,0.5206718309579483,0.5223273292501485
S202534398,0.01515230975945855,1.0,True,3312,3312,3312|3320,3312|3320,0.16340846653575325,0.1483606459758418,2.584532493470465,2.6757076747284767,0.6541060682529505,0.6707742230839636
S20255291,0.006171872352323411,1.0,True,3106,3106,2505|3106,2505|3106,0.22999466746687972,0.22489288815954833,2.295672489829496,2.334652399180683,0.5728678858771561,0.561365239749582
S202580180,0.027085917712610666,1.0,True,3316,3316,3312|3316,3312|3316,0.16620453703690352,0.15768538569609644,2.465441772549549,2.5392608984233056,0.6439469036746,0.6670570099784485
S20330309,0.012631573167641528,1.0,True,3312,3312,3312|3320,3312|3320,0.21552460192564432,0.1967364164763448,2.1720450204935564,2.3151636657094823,0.6834512995822203,0.7105878044716849
S203532909,0.03573182395343338,0.5,True,3312,3312,3303|3312|3320,1100|3312|3320,0.12781580856394206,0.11755847908946973,2.799682591967699,2.8800856534318147,0.7232077549264498,0.7220098199972602
S20435353,0.023282580621167344,1.0,True,3312,3312,3312|3320,3312|3320,0.21963386352739275,0.20042207233830348,1.9247921220137236,1.9894484521972207,0.710766780183879,0.7538481373147197
S2047265,0.02864414241411537,1.0,True,3312,3312,3312|3320,3312|3320,0.25689215849499347,0.2780555544901028,1.9557978954619637,1.8193441573381353,0.6528613764078792,0.6421486617500684
S205778772,0.043802558009958165,1.0,True,3312,3312,3312|3320,3312|3320,0.3065239973379754,0.2703133345212752,1.5578692055360406,1.7044623877675662,0.6269326880625274,0.6458603110437375
S20589029,0.018388381971933307,0.6666666666666666,True,3312,3312,3312|3315|3320,3312|3320,0.15789209044343175,0.17574784840221516,2.6799848888631495,2.594448673727971,0.662861960268573,0.6504033717463921
S206553565,0.14966341323625543,0.625,True,1110,1110,1102|1110|1311|1312|2746,1102|1110|1311|1312|2705|2725|2739|2746,0.07906266756676636,0.04917825546029923,3.2294422078606044,3.5515992506810043,0.8095901538242887,0.860548486996311
S208089930,0.010321352589816254,0.3333333333333333,True,3312,3312,3312|3322,3312|3600,0.25793606987432954,0.2503829631699496,2.0531864092366603,2.114371736169394,0.6097434003132738,0.6216551110997582
S21763754,0.03870127538509302,0.6666666666666666,True,3106,3106,3106|3107|3108,3106|3108,0.15737726105061284,0.17259493106863022,2.370127500872938,2.2763006992445773,0.7559023674264989,0.7476708566965621
S22127372,0.05133283457985896,1.0,True,3312,3312,3312,3312,0.357242101540399,0.38648672835936815,1.7085368575061475,1.5883886382846442,0.5703236142257875,0.5217201287806504
S22454499,0.007792007554469894,0.5,True,1311,1311,1105|1311|2303,1311|1312|2303,0.13311554117993474,0.13470248,2.5761715132912926,2.5814156215761357,0.6266724785070378,0.6206992526201988
S22496335,0.018206686368064374,1.0,True,3312,3312,3312|3320,3312|3320,0.16008108,0.168949678084496,2.421952137180053,2.3633892037976043,0.6926775059408867,0.6819299768018638
S22785100,0.002577995540884814,1.0,True,3312,3312,3312,3312,0.4305742805503673,0.45760000000000006,1.1685953281420827,1.1225314601479206,0.6005392020332512,0.5768670566279123
S23465295,0.049308423765802065,1.0,True,3312,3312,3312,3312,0.6999327684241294,0.5089864566138523,0.7489416718317634,1.1816090999706703,0.3601648119555915,0.5131663118839299
S23604231,0.027685548895148612,1.0,True,3320,3320,3320,3320,0.3682477822767081,0.3463380295558392,1.6261820711839146,1.7326858020604654,0.5260950296613109,0.5257195281516065
S2391900,0.04939403435252439,0.75,True,3312,3312,1208|1211|3312|3316,1211|3312|3316,0.11047313680507766,0.1257045729558015,2.793142340594075,2.663119728536187,0.7794412108778883,0.7829947602848994
S24688465,0.004595716634651668,1.0,True,3109,3109,1702|2002|2207|2212|3109,1702|2002|2207|2212|3109,0.07640816209164433,0.07598863875282005,3.1627666924691744,3.170771431557903,0.6913588000053008,0.6870397901825721
S2477993565,0.00999388925470392,1.0,True,2604,2604,2604|2610,2604|2610,0.29310504625729533,0.2883694362397183,1.667941783566754,1.7286296717793166,0.5664718458655041,0.5513101134096868
S2483979929,0.02407662502342773,1.0,True,2604,2604,2604,2604,0.36607682314697404,0.3719805101781593,1.3995287000548142,1.2877047028890798,0.5047732787877145,0.5370145716940815
S2491293328,0.07703176441084743,0.8,False,1311,1312,1102|1105|1311|1312|2303,1102|1311|1312|2303,0.08142921562673032,0.08790485739888117,2.949404241803858,2.8138346054293932,0.8510181746454598,0.8537542117006277
S25059752,0.04560670291528652,1.0,True,3312,3312,2002|3311|3312,2002|3311|3312,0.13491032382086848,0.12590239723044602,2.533173694453749,2.5888648389626328,0.7970833188109993,0.8042760826502637
S25369639,0.047195523179734494,1.0,True,3312,3312,3312|3320,3312|3320,0.2208103273446571,0.1951551328814839,2.0769699823498824,2.207612480409591,0.6535351800892837,0.6858333780241378
S25826151,0.015352087409766138,1.0,True,2604,2604,2604,2604,0.3541844833548261,0.3570452599999999,1.693796690966517,1.6594728984111622,0.5752527741111566,0.5635956153796581
S26543813,0.02261992841958713,1.0,True,3312,3312,3312|3320,3312|3320,0.19366732273594764,0.19396528847730388,2.477473046190938,2.507403954655758,0.6546905112748511,0.6377200285248664
S26762059,0.030162661223805374,1.0,True,3312,3312,3312,3312,0.2952586587791693,0.2797746896340584,1.890919674815137,2.0423734092254815,0.6210890914731093,0.6344989742837029
S2736783777,0.053699802077038825,0.42857142857142855,True,3312,3312,1202|2308|3312|3320|3322,1208|2308|3312|3314|3320,0.09550370347709791,0.10415749745893324,2.813923249793633,2.715781897385739,0.8273331224365686,0.8335486274556277
S2736878070,0.026156926590374573,0.3333333333333333,True,2604,2604,2604|2611,2604|2739,0.22809826000000002,0.2666206032131514,1.7588404119340153,1.6530761307140667,0.800482768159423,0.7949615786643667
S2737010151,0.04146036476076494,1.0,True,3312,3312,3312,3312,0.3545923479844796,0.39080006439375475,1.597190656965515,1.5497163742943332,0.6226987103348555,0.6041898526324305
S2737156544,0.029868550090205895,1.0,True,3320,3320,3312|3320,3312|3320,0.24001196724474938,0.2471185656085427,2.1070273708639755,2.087484762967317,0.6257327770552429,0.6199291266237521
S2737200839,0.03530135284120951,1.0,True,3312,3312,3304|3312,3304|3312,0.1827000735128856,0.18349131613389377,2.168274180629573,2.2504174551766964,0.7363963715911013,0.7081118116021061
S2737246436,0.016439555045657736,1.0,True,3312,3312,3312,3312,0.4394701196292246,0.44390124531192515,1.1898279741936548,1.230441471395319,0.6114506236432777,0.5917172696287154
S2737523697,0.04003247218710013,0.6666666666666666,True,1311,1311,1306|1311|1312,1311|1312,0.13245253155408385,0.17002284840698778,2.7297752574868164,2.553699817605105,0.7257724060192549,0.6922697934076298
S2737719478,0.011943425167632532,1.0,True,3312,3312,3203|3312,3203|3312,0.2669046464016732,0.25220654000000003,1.7452684692438842,1.7977822901829112,0.757960465632354,0.7807669282898289
S2737730066,0.04617974874866118,1.0,True,3312,3312,3312|3316|3320,3312|3316|3320,0.1755161390062127,0.18436541879290044,2.486497748759488,2.4329683708391667,0.7240847448446698,0.7225288461955359
S2738228134,0.01672648577560165,1.0,True,3312,3312,3312,3312,0.4872367724821287,0.45482187594046697,1.3017752475661353,1.4330286384350095,0.4807057295453004,0.478356711340875
S2738306786,0.04183854399311952,1.0,True,3312,3312,3312|3320,3312|3320,0.20491713865877798,0.1698644565272781,2.0667173959997864,2.337140359669182,0.6788313892490798,0.709118944501215
S2738497388,0.020842330618201628,1.0,True,3312,3312,3312|3320,3312|3320,0.18177800221756268,0.16978016738757054,2.2668554606328293,2.3471435020134983,0.6802870153109661,0.6970410740605842
S2738560774,0.038964611856733576,1.0,True,3312,3312,2309|3306|3312,2309|3306|3312,0.1584800923967197,0.15099999999999997,2.5489062820972666,2.549468991408764,0.7169217297474593,0.7424223911140062
S2738571386,0.019846105417477507,0.8,True,1311,1311,1306|1311|1312|2725|2740,1306|1311|1312|2740,0.09412260719221884,0.10236120561531391,3.025519143094975,3.0023529714459944,0.7733899158816044,0.7492147102991197
S2738819186,0.017881685467009842,1.0,True,3320,3320,3312|3320,3312|3320,0.24249435839510594,0.26149932796800474,2.0008715598789246,1.8708931944948846,0.692254051546405,0.6747820834326702
S2739021707,0.023355826985555952,1.0,True,3312,3312,3312|3320,3312|3320,0.2276338949250128,0.24278741173280086,2.070962100130168,2.022462526312216,0.6802255994141249,0.6642954905678199
S2739337238,0.020915901117986625,1.0,True,2604,2604,2604,2604,0.44676894000000006,0.45923776000000005,1.172858003358425,1.0688775017449232,0.6545845151100155,0.6641309325989233
S2739376119,0.01958712712450522,1.0,True,2604,2604,2604|2608,2604|2608,0.27122181787827854,0.2862357142804989,1.637460950691237,1.6769386573197105,0.7452405946944187,0.6993377385338035
S2764354353,0.0668517793020505,0.6,True,1311,1311,1311|1312|2720|2735|2739,1311|1312|2720,0.08923333238857768,0.1271650122352779,2.914096529746821,2.5380062637600913,0.8486043646116986,0.8210842465145152
S2764360065,0.05535611835520633,1.0,True,3312,3312,3312,3312,0.30950542,0.2799169950044731,2.058700951040137,2.1863167855777323,0.639571410346167,0.6428079703240527
S2764362400,0.055520017903626026,1.0,True,3312,3312,3312|3320,3312|3320,0.212,0.19187417983341865,2.214081304256159,2.338264802393936,0.6795628301427453,0.7094601151266037
S2764373787,0.006495623990235819,1.0,True,1311,1311,1311|1312|2737,1311|1312|2737,0.13120630032612318,0.1409994084717002,2.7886084716153525,2.7040387520920683,0.7165306355406869,0.7062658713797799
S2764408298,0.023594521978426534,1.0,True,3312,3312,3312|3320,3312|3320,0.2947750220566611,0.308416,1.7373797094658843,1.7602516068343756,0.6132188079343635,0.5781700226688505
S2764409345,0.06509407753815144,1.0,True,3320,3320,3312|3320,3312|3320,0.2603749399134755,0.21526543136729084,1.7756806999947619,2.0648514000473863,0.6557044988575315,0.6892643305530595
S2764466915,0.031043714451999084,0.5,True,3312,3312,1213|3203|3304|3306|3311|3312|3320,3203|3304|3312|3320|3600,0.08458121111435955,0.08616307946883475,3.181671254077608,3.1265643009157964,0.8263764362344073,0.8262176590971896
S2764486912,0.0340045903515824,0.75,True,3312,3312,3312|3320|3600,3304|3312|3320|3600,0.1337254753238769,0.11311079781632317,2.7012994790414204,2.863206724273157,0.713838295742176,0.7282130469985434
S2764488531,0.01896773175450756,1.0,True,3312,3312,3312,3312,0.3909528355233669,0.3647890885344022,1.419701972773688,1.4971060734061301,0.6461342128690585,0.650184906504127
S2764525015,0.02700555343654007,1.0,True,3312,3312,3312,3312,0.37797354436696134,0.3610293248457862,1.4757723382510664,1.4956036069819874,0.5592043498601129,0.5830928406563735
S2764538883,0.0115058671544209,1.0,True,2604,2604,2604,2604,0.294117010460922,0.3004542561442287,1.8782468485189425,1.822183893945287,0.6498288129849689,0.6304323618466342
S2764545783,0.0377406434765393,1.0,True,3312,3312,3312,3312,0.39090144047495906,0.41260428000000005,1.6943197679297735,1.5753504038493291,0.5754304232208708,0.5560295722714453
S2764567269,0.009484563801237989,1.0,True,3312,3312,3306|3312,3306|3312,0.24809864953586833,0.22519986772154565,2.0558652964508926,2.115776453745678,0.6982196985562595,0.732008416552514
S2764579910,0.02874136188895813,0.3333333333333333,True,3312,3312,1202|3312,3312|3320,0.252497867901441,0.23814400000000005,2.010597898508375,2.0210141598621414,0.6956191337725508,0.6863834415187245
S2764592690,0.041662265586798614,0.6666666666666666,True,1311,1311,1311|1312|2804,1311|1312,0.13560353732181898,0.14753115802737932,2.6936416958614147,2.57008850753201,0.7576309405647865,0.7415707888924296
S2764600129,0.05363743206045714,0.3333333333333333,True,3312,3312,3312|3320,3306|3312,0.2258611749222743,0.2188584117120236,1.9158469644148919,1.9577824579378957,0.7074636074453562,0.7418491580186005
S2764699336,0.057117519382033674,1.0,False,3320,3312,2002|3312|3320,2002|3312|3320,0.14983365670899637,0.12983223765769322,2.3369376743455375,2.5706465373848415,0.7675876010600237,0.7799677720400452
S2764722375,0.03642953787554382,1.0,True,3312,3312,3304|3312|3317,3304|3312|3317,0.15586278865002853,0.15708039055469375,2.407502967370455,2.38226475715956,0.7678224871663598,0.7824756775124726
S2764769492,0.02509031214421125,1.0,True,3312,3312,3207|3312,3207|3312,0.2690914901374716,0.24404539663887387,1.9679968068596723,2.0391306432879612,0.6464057490511598,0.692536220895035
S2764779358,0.04580505840073375,1.0,True,3312,3312,3312|3320,3312|3320,0.25058868523115946,0.19339999999999996,2.040054247971968,2.3699998868372036,0.6261491101214622,0.7038288307584557
S2764799895,0.35024886197618316,0.5,True,3312,3312,3312,1211|3312,0.32188238007673536,0.20713610615701855,1.506709117319909,1.8392083437650824,0.7742953178240914,0.8844722522371627
S2764804910,0.014562827046891469,0.3333333333333333,True,3312,3312,3312|3318,3203|3312,0.20534236609952727,0.2120412796236625,2.269247995292428,2.2142352764385427,0.7049815273272756,0.6967268003122904
S2764848433,0.06712940390164016,0.6666666666666666,True,3312,3312,3312|3315,3312|3315|3317,0.198760515909213,0.17765437996637135,2.278982931997559,2.3953352439554596,0.7171001668489823,0.7188440075154677
S2764866499,0.09509307415759657,1.0,True,3312,3312,3312|3320,3312|3320,0.2267173578744555,0.19815158956739964,1.9660258744561303,2.1646708309265685,0.7911870148618507,0.7807399682336881
S2764876117,0.030686004163919266,1.0,False,3312,3318,3312|3318,3312|3318,0.23423047814061096,0.2543993300919902,1.8705950002566487,1.750124657425393,0.6907534430105075,0.682323279535408
S2764890657,0.050529919035923104,0.75,True,3312,3312,1207|3312|3314|3320,3312|3314|3320,0.10906199237615999,0.11342341088005747,2.8721681797828884,2.8474692005298845,0.7954122052250254,0.7827908606140253
S2764914602,0.09205922810007174,1.0,True,3312,3312,3312,3312,0.39722661135000387,0.38023573334431143,1.2747742639829593,1.3686517434637728,0.5536274285200784,0.5943978998335815
S2764947195,0.06140222277723196,1.0,False,3320,3312,3312|3320,3312|3320,0.2968906635441179,0.3603505088945763,1.6638391235235137,1.3970957473609342,0.6001031130861032,0.5622326888940183
S2764963587,0.05273695685479197,1.0,True,3312,3312,3304|3312,3304|3312,0.20439772,0.19476369787950465,2.2012737977756975,2.252144565950706,0.7476038095375541,0.728603569809863
S2765002437,0.05937904869163728,0.5,True,3312,3312,2002|2306|3312,1110|2306|3312,0.18076342823738029,0.1474877861730159,2.570960026864225,2.6859436293800485,0.717440055715702,0.738386257105751
S2765008847,0.09868772542367762,0.6666666666666666,True,3320,3320,2000|2002|2739|3312|3320|3322,2002|3312|3320|3322,0.07713832575448938,0.12341135568974215,3.0662423665069873,2.75320998785688,0.8256854347862952,0.7682978756749775
S2765022498,0.019788673143820698,1.0,True,3312,3312,3203|3312,3203|3312,0.2921887448270779,0.3055074669845187,1.630801905111053,1.5265465470026556,0.6358027695038061,0.6143275229807497
S2765035044,0.01884962624061747,1.0,True,3312,3312,3312|3320,3312|3320,0.26993236214756455,0.26288003391206494,1.6950400874213771,1.7780834511793842,0.6821343117923522,0.6737570386311412
S2765079493,0.06922970058515619,0.6666666666666666,True,3312,3312,2215|3312|3316|3320|3322,2215|3308|3312|3316|3320,0.09343636300391316,0.10730718735717815,2.866665622557591,2.8691833072652164,0.8513257424635322,0.8278713057585846
S2893729,0.016191367868680185,0.3333333333333333,True,2604,2604,1703|2604,2604|2610,0.21494946630970718,0.24011321949399972,1.9023797810933318,1.74854202069718,0.7024905891032004,0.7036650736341974
S2898370247,0.003102983503926595,1.0,True,3106,3106,3106,3106,0.47461102497411684,0.43200173639946193,1.583628283446873,1.696472990504832,0.43856668076046185,0.4734098018289599
S2898412997,0.029387339213013737,0.6666666666666666,True,3109,3109,2611|3109,2212|2611|3109,0.20527757625686285,0.13681048653458824,2.3615672104007746,2.6433583559684917,0.6696896684033256,0.737643194124525
S2898435970,0.006662993914531052,0.6666666666666666,True,2604,2604,2604|2610,1703|2604|2610,0.17569200977623012,0.14549651013600842,2.303710487990413,2.452203214076982,0.7347200566618645,0.7820786916522229
S2912271296,0.08179421392376818,0.6666666666666666,True,2604,2604,1703|2604|2608,1703|2604,0.13957743253817995,0.17865894927393242,2.4139663531551174,2.120356039430944,0.7698838482595575,0.7829825453634253
S30572693,0.039150329420208976,1.0,True,3312,3312,3312|3314|3320,3312|3314|3320,0.10824108185787165,0.10723871381285603,2.7040429694992594,2.7267943851497525,0.7950267703010524,0.7940607296347155
S30803906,0.047449848758367434,1.0,True,3312,3312,3312,3312,0.3778971505434334,0.32350292704965106,1.774637622598025,1.9685369016072485,0.5659833826458333,0.5972798356351242
S30933843,0.057822329281741504,1.0,True,3312,3312,3312|3320,3312|3320,0.2849304988101683,0.24468929449463037,1.7105518923727985,1.9492656048954047,0.6169511830773671,0.6216773084742475
S31156748,0.018962409385190913,1.0,True,1311,1311,1311|1312,1311|1312,0.14350725962583558,0.14591809363311384,2.6904987224234596,2.7000545714375517,0.7067867796668768,0.690193939987336
S31204768,0.04288711083868442,0.6666666666666666,True,3312,3312,3312|3320,3308|3312|3320,0.14930852167523817,0.14300506016564402,2.3952680002122526,2.4189961153454034,0.7639204014613231,0.7714879852293319
S32869912,0.032159721785106454,1.0,True,3312,3312,3312|3320,3312|3320,0.19675375832899786,0.23681965783512277,2.381722486997656,2.167757025764393,0.6456493134633325,0.6003340641374413
S33125897,0.03543079806019876,1.0,True,3312,3312,3312,3312,0.3063748178178802,0.28104192986414495,2.037483608009796,2.1365568997264246,0.6114521488066371,0.6411842049916938
S34091647,0.039646768146397865,0.5,True,3312,3312,3312|3318|3600,3207|3312|3318,0.17498493995437306,0.16208500959177385,2.537786042096994,2.6222788118532865,0.678975485067764,0.7208843163320511
S35093870,0.014956931113617006,0.3333333333333333,True,2604,2604,2604|2613,2604|2612,0.22593562521266003,0.2284655887913718,2.06759412244251,2.0135797935128696,0.6505849909459028,0.6721494478290133
S37268045,0.017689401308202433,1.0,True,2604,2604,2604,2604,0.37302535493701083,0.333291370120297,1.5147842440759731,1.6825468587806722,0.49005611114470776,0.516420197850374
S37308595,0.008012519407794658,1.0,True,3106,3106,3106,3106,0.6742539540482704,0.62208566,0.7341579093671254,0.8206988843072153,0.37728253266140743,0.4580407685306095
S38600022,0.028677346351116417,1.0,True,3312,3312,3312|3320,3312|3320,0.196510276250089,0.22237716268950236,2.0898986315568395,1.9273831939991923,0.6665292574738602,0.6330658529948019
S38696330,0.03894721516646463,1.0,True,3312,3312,3312|3320,3312|3320,0.22311944029818134,0.207646121650833,2.475491521024585,2.5237249056424687,0.6666065654736344,0.6795949722559725
S38863834,0.022837381334860418,1.0,True,3312,3312,3312,3312,0.7239306400000001,0.6451155066501751,0.7024199860365818,0.9465084947094002,0.3377926101587572,0.38090303906995926
S39159251,0.02251865036776547,1.0,True,3312,3312,1208|1211|3312|3316|3322,1208|1211|3312|3316|3322,0.10609942992069862,0.1062214004165035,2.8307597410433107,2.889334760951359,0.7839446394311371,0.7780473110666096
S39250910,0.02164164577194105,1.0,True,3312,3312,3312|3318,3312|3318,0.17184202993829417,0.18601266010988649,2.299920857312975,2.1755894207343216,0.7677324431213144,0.7527022829471194
S39330975,0.0497589246517323,1.0,True,3320,3320,3312|3320,3312|3320,0.24704431866582363,0.22321895408699072,1.9292406147095142,2.1341289198358657,0.633675939058648,0.6475226191711221
S39427579,0.047822314116489295,0.75,True,3312,3312,1208|3312|3316|3320,1208|3312|3320,0.1511535334732414,0.18774243470659166,2.6559855001644537,2.5361507313954954,0.7808971965239139,0.7317784166262398
S40135354,0.02141320463578527,1.0,True,3312,3312,3203|3312,3203|3312,0.19829969961786215,0.19109261862424715,2.018122294893657,2.092477504505051,0.5933564178822831,0.5984478705452704
S402139,0.017915531270335874,1.0,True,2002,2002,2002|3312,2002|3312,0.2850930057502199,0.26502570220930116,1.5568906906452935,1.6665740324385065,0.7085714890977473,0.6950153542333798
S40975480,0.031515013584497674,1.0,True,3320,3320,3312|3320,3312|3320,0.21932196244214466,0.22663413104337363,2.095837770809975,2.0990700146547225,0.6511086120868893,0.6299343297342682
S4138479,0.06112372034031893,0.5,True,3312,3312,3203|3312|3600,3203|3312|3318,0.14952035226764432,0.15094991399640484,2.4433682568696367,2.3780746202720233,0.8025456559606418,0.7938208101122439
S41645954,0.05623563960004617,1.0,True,1311,1311,1311|1312|2738,1311|1312|2738,0.14978040617125227,0.16339999999999996,2.447768247819812,2.4139656563927137,0.7604419620381093,0.7409128698987609
S41683674,0.07223974394144705,1.0,True,3316,3316,3316,3316,0.374461738882937,0.4476618717059026,1.394524433702713,1.1407485609627617,0.5436849775010129,0.5191770439532108
S41746314,0.032001484295869666,1.0,True,3312,3312,3312,3312,0.5016467767857187,0.46685564017656817,1.4297029145551485,1.5674010647533416,0.41252506095464203,0.44827618336279346
S4210167948,0.046620248113787524,0.5,True,3312,3312,3304|3312|3317,3304|3312|3320,0.17104757412844565,0.15405395542000982,2.4307270166435373,2.4296802374226534,0.7460573952543547,0.774895461480754
S4210168251,0.047734724314024965,1.0,True,3312,3312,3312|3320,3312|3320,0.230045736846912,0.21340384278116023,1.8664578574961073,2.0488683977590134,0.6587777307387528,0.644692792234641
S4210168416,0.0021591155792684037,1.0,True,3312,3312,3312|3320,3312|3320,0.2231360392918345,0.22346001607392396,2.130113777626481,2.123296704248656,0.5663388578391793,0.5645263849134817
S4210168911,0.01840497419540129,1.0,True,3312,3312,1211|3312|3320,1211|3312|3320,0.1265231961389768,0.11931752489762057,2.7445984798793,2.7469423871932745,0.7343074054629354,0.7665488684083087
S4210169264,0.09514802032883603,1.0,True,3312,3312,3312|3320,3312|3320,0.19159316945017826,0.18446691999999998,2.0517954925921513,2.051192130241995,0.7576652352150064,0.7772442482486854
S4210169680,0.023818468839190143,1.0,True,3320,3320,3312|3320,3312|3320,0.18382606909711205,0.2020316845925696,2.2962440398537085,2.186100979880507,0.6458563269025653,0.6366072002322055
S4210169681,0.033783512874201144,1.0,True,3312,3312,3304|3312,3304|3312,0.1903738019058102,0.19599388971613085,1.9782468227742755,2.0611162538076453,0.7712615522093952,0.7274836037786038
S4210170263,0.026532972918037176,1.0,True,3312,3312,3312|3320|3600,3312|3320|3600,0.14929533216105106,0.15664744743326983,2.3380611270247753,2.3547421280201695,0.7563989049987161,0.7617954665947145
S4210171126,0.15567503830306323,0.8,True,2002,2002,1202|1212|2002|3320,1202|1212|2000|2002|3320,0.10400000000000002,0.08002135561144486,2.366169282445685,2.672971473603896,0.9522165682350902,0.94344165052431
S4210171491,0.04120442881526609,0.75,True,3106,3106,2202|2306|2505|3106,2306|2505|3106,0.10758373217772714,0.14280147597098702,2.7902352491695983,2.5428010549695683,0.7847994629253563,0.7630987375489359
S4210171603,0.06537693691688182,1.0,True,1311,1311,1311|1312,1311|1312,0.1457871463911695,0.1489521053311119,2.7867630448771754,2.6499735164530933,0.7198704063738637,0.7183681520136888
S4210171745,0.0368836309352124,1.0,True,3318,3318,3312|3318,3312|3318,0.21006347819941662,0.21630660000000002,2.068799260093888,2.0112814507542884,0.6795151957036837,0.6606229685921604
S4210172117,0.03378529912522206,0.3333333333333333,True,3312,3312,1211|3312,3312|3316,0.2298272056389348,0.21012138391942706,2.4201333895388113,2.495574367888587,0.6753510811865499,0.6720145248462459
S4210172608,0.025109410283313986,1.0,True,3320,3320,3312|3320,3312|3320,0.2526629249034635,0.2831239215217555,2.006206239456259,1.9337562338833676,0.5788687585328082,0.5579641057823306
S4210173186,0.004886837324744645,1.0,True,3106,3106,3106,3106,0.6121722865984691,0.6054666452786173,1.0129156108518762,1.0388672065968925,0.32769385284610913,0.3412250124107206
S4210173644,0.029284237001855055,1.0,True,3320,3320,3312|3320,3312|3320,0.2776284879206836,0.295258243814455,1.8067757778766915,1.6918347987863227,0.5934512932109408,0.5853346698965016
S4210173758,0.053537404337544545,1.0,True,3312,3312,3207|3312,3207|3312,0.250022758202921,0.24700157074823648,2.262611378306988,2.239148564913241,0.6471061018835663,0.6297972874068517
S4210174943,0.022381612885666667,0.3333333333333333,False,3320,3312,3312|3320,3308|3312,0.2004829587971628,0.18722064076748135,1.8657698860558896,1.95148752363861,0.7780864774292312,0.7853363520939916
S4210175172,0.014261104417612821,0.3333333333333333,True,2604,2604,2604|2610,2602|2604,0.23627500000000007,0.23166768000000004,1.8977225275971588,1.9346148018046982,0.7636997260074389,0.7542506818611561
S4210175336,0.013228555510183364,1.0,True,3312,3312,3312|3316,3312|3316,0.2840236686390532,0.3054388758703912,1.5625094770459425,1.480753909807709,0.6785892438025884,0.6739201468440174
S4210177237,0.04138349064234927,1.0,True,3312,3312,3312|3320,3312|3320,0.18457886913955876,0.19227005188060634,2.537082314173897,2.5516737708593755,0.6925179809255254,0.6965008418938659
S4210177496,0.016369295025770374,1.0,True,2604,2604,2604|2610,2604|2610,0.20051004,0.22259474681456148,2.0613030139338098,1.9531751359144431,0.7131618997807344,0.7044590206428486
