source_id,config,subfield_id,d,p_doc
S187806540,W+1_2022_2025,3320,1,0.0004
S187806540,W+1_2022_2025,3612,1,0.0004
S188931513,W0_2021_2024,1202,24,0.0789
S188931513,W0_2021_2024,1204,3,0.0099
S188931513,W0_2021_2024,1205,2,0.0066
S188931513,W0_2021_2024,1207,9,0.0296
S188931513,W0_2021_2024,1211,8,0.0263
S188931513,W0_2021_2024,1212,7,0.023
S188931513,W0_2021_2024,1406,1,0.0033
S188931513,W0_2021_2024,1408,1,0.0033
S188931513,W0_2021_2024,2002,1,0.0033
S188931513,W0_2021_2024,2306,1,0.0033
S188931513,W0_2021_2024,2743,2,0.0066
S188931513,W0_2021_2024,3300,1,0.0033
S188931513,W0_2021_2024,3304,3,0.0099
S188931513,W0_2021_2024,3305,3,0.0099
S188931513,W0_2021_2024,3308,5,0.0164
S188931513,W0_2021_2024,3312,120,0.3947
S188931513,W0_2021_2024,3314,7,0.023
S188931513,W0_2021_2024,3316,5,0.0164
S188931513,W0_2021_2024,3317,1,0.0033
S188931513,W0_2021_2024,3318,1,0.0033
S188931513,W0_2021_2024,3320,98,0.3224
S188931513,W0_2021_2024,3600,1,0.0033
S188931513,W+1_2022_2025,1110,1,0.0034
S188931513,W+1_2022_2025,1202,22,0.0759
S188931513,W+1_2022_2025,1204,1,0.0034
S188931513,W+1_2022_2025,1207,16,0.0552
S188931513,W+1_2022_2025,1208,1,0.0034
S188931513,W+1_2022_2025,1211,10,0.0345
S188931513,W+1_2022_2025,1212,8,0.0276
S188931513,W+1_2022_2025,1406,1,0.0034
S188931513,W+1_2022_2025,2002,1,0.0034
S188931513,W+1_2022_2025,2306,1,0.0034
S188931513,W+1_2022_2025,2743,1,0.0034
S188931513,W+1_2022_2025,3300,1,0.0034
S188931513,W+1_2022_2025,3304,4,0.0138
S188931513,W+1_2022_2025,3305,5,0.0172
S188931513,W+1_2022_2025,3308,5,0.0172
S188931513,W+1_2022_2025,3312,121,0.4172
S188931513,W+1_2022_2025,3314,6,0.0207
S188931513,W+1_2022_2025,3316,4,0.0138
S188931513,W+1_2022_2025,3317,1,0.0034
S188931513,W+1_2022_2025,3320,79,0.2724
S188931513,W+1_2022_2025,3600,1,0.0034
S189157259,W0_2021_2024,1402,1,0.0164
S189157259,W0_2021_2024,1710,7,0.1148
S189157259,W0_2021_2024,2303,1,0.0164
S189157259,W0_2021_2024,2309,2,0.0328
S189157259,W0_2021_2024,2311,1,0.0164
S189157259,W0_2021_2024,2713,1,0.0164
S189157259,W0_2021_2024,3306,3,0.0492
S189157259,W0_2021_2024,3311,1,0.0164
S189157259,W0_2021_2024,3312,39,0.6393
S189157259,W0_2021_2024,3313,1,0.0164
S189157259,W0_2021_2024,3318,3,0.0492
S189157259,W0_2021_2024,3320,1,0.0164
S189157259,W+1_2022_2025,1402,1,0.0145
S189157259,W+1_2022_2025,1710,11,0.1594
S189157259,W+1_2022_2025,1711,1,0.0145
S189157259,W+1_2022_2025,2303,1,0.0145
S189157259,W+1_2022_2025,2309,2,0.029
S189157259,W+1_2022_2025,2311,1,0.0145
S189157259,W+1_2022_2025,2713,1,0.0145
S189157259,W+1_2022_2025,2739,1,0.0145
S189157259,W+1_2022_2025,3207,1,0.0145
S189157259,W+1_2022_2025,3306,2,0.029
S189157259,W+1_2022_2025,3311,1,0.0145
S189157259,W+1_2022_2025,3312,40,0.5797
S189157259,W+1_2022_2025,3313,1,0.0145
S189157259,W+1_2022_2025,3318,4,0.058
S189157259,W+1_2022_2025,3320,1,0.0145
S18992820,W0_2021_2024,1102,1,0.002
S18992820,W0_2021_2024,1109,7,0.0141
S18992820,W0_2021_2024,1110,5,0.0101
S18992820,W0_2021_2024,1204,4,0.0081
S18992820,W0_2021_2024,1206,1,0.002
S18992820,W0_2021_2024,1208,1,0.002
S18992820,W0_2021_2024,1306,4,0.0081
S18992820,W0_2021_2024,1307,3,0.006
S18992820,W0_2021_2024,1308,1,0.002
S18992820,W0_2021_2024,1311,250,0.504
S18992820,W0_2021_2024,1312,142,0.2863
S18992820,W0_2021_2024,1504,1,0.002
S18992820,W0_2021_2024,1605,3,0.006
S18992820,W0_2021_2024,1607,1,0.002
S18992820,W0_2021_2024,1702,7,0.0141
S18992820,W0_2021_2024,1703,1,0.002
S18992820,W0_2021_2024,1911,1,0.002
S18992820,W0_2021_2024,2202,3,0.006
S18992820,W0_2021_2024,2204,1,0.002
S18992820,W0_2021_2024,2303,14,0.0282
S18992820,W0_2021_2024,2307,2,0.004
S18992820,W0_2021_2024,2309,1,0.002
S18992820,W0_2021_2024,2403,1,0.002
S18992820,W0_2021_2024,2406,2,0.004
S18992820,W0_2021_2024,2613,5,0.0101
S18992820,W0_2021_2024,2705,4,0.0081
S18992820,W0_2021_2024,2736,4,0.0081
S18992820,W0_2021_2024,2737,3,0.006
S18992820,W0_2021_2024,2739,3,0.006
S18992820,W0_2021_2024,2741,1,0.002
S18992820,W0_2021_2024,2743,1,0.002
S18992820,W0_2021_2024,2748,1,0.002
S18992820,W0_2021_2024,3004,1,0.002
S18992820,W0_2021_2024,3005,2,0.004
S18992820,W0_2021_2024,3207,1,0.002
S18992820,W0_2021_2024,3305,1,0.002
S18992820,W0_2021_2024,3310,1,0.002
S18992820,W0_2021_2024,3311,5,0.0101
S18992820,W0_2021_2024,3312,1,0.002
S18992820,W0_2021_2024,3318,1,0.002
S18992820,W0_2021_2024,3404,2,0.004
S18992820,W0_2021_2024,3506,1,0.002
S18992820,W0_2021_2024,3600,1,0.002
S18992820,W+1_2022_2025,1102,1,0.002
S18992820,W+1_2022_2025,1109,5,0.0101
S18992820,W+1_2022_2025,1110,4,0.0081
S18992820,W+1_2022_2025,1204,7,0.0141
S18992820,W+1_2022_2025,1206,1,0.002
S18992820,W+1_2022_2025,1208,1,0.002
S18992820,W+1_2022_2025,1306,5,0.0101
S18992820,W+1_2022_2025,1307,2,0.004
S18992820,W+1_2022_2025,1308,1,0.002
S18992820,W+1_2022_2025,1311,237,0.4778
S18992820,W+1_2022_2025,1312,150,0.3024
S18992820,W+1_2022_2025,1406,1,0.002
S18992820,W+1_2022_2025,1504,1,0.002
S18992820,W+1_2022_2025,1605,2,0.004
S18992820,W+1_2022_2025,1607,2,0.004
S18992820,W+1_2022_2025,1702,5,0.0101
S18992820,W+1_2022_2025,1703,1,0.002
S18992820,W+1_2022_2025,1705,1,0.002
S18992820,W+1_2022_2025,1707,1,0.002
S18992820,W+1_2022_2025,1911,1,0.002
S18992820,W+1_2022_2025,2204,4,0.0081
S18992820,W+1_2022_2025,2207,1,0.002
S18992820,W+1_2022_2025,2303,20,0.0403
S18992820,W+1_2022_2025,2307,2,0.004
S18992820,W+1_2022_2025,2403,1,0.002
S18992820,W+1_2022_2025,2404,2,0.004
S18992820,W+1_2022_2025,2406,1,0.002
S18992820,W+1_2022_2025,2613,3,0.006
S18992820,W+1_2022_2025,2705,8,0.0161
S18992820,W+1_2022_2025,2735,1,0.002
S18992820,W+1_2022_2025,2736,2,0.004
S18992820,W+1_2022_2025,2737,2,0.004
S18992820,W+1_2022_2025,2739,4,0.0081
S18992820,W+1_2022_2025,2741,1,0.002
S18992820,W+1_2022_2025,2743,1,0.002
S18992820,W+1_2022_2025,2748,1,0.002
S18992820,W+1_2022_2025,3005,2,0.004
S18992820,W+1_2022_2025,3207,1,0.002
S18992820,W+1_2022_2025,3310,1,0.002
S18992820,W+1_2022_2025,3311,2,0.004
S18992820,W+1_2022_2025,3312,1,0.002
S18992820,W+1_2022_2025,3318,2,0.004
S18992820,W+1_2022_2025,3404,2,0.004
S18992820,W+1_2022_2025,3506,1,0.002
S18992820,W+1_2022_2025,3600,1,0.002
S190552063,W0_2021_2024,1202,1,0.0063
S190552063,W0_2021_2024,1203,1,0.0063
S190552063,W0_2021_2024,1207,1,0.0063
S190552063,W0_2021_2024,1208,1,0.0063
S190552063,W0_2021_2024,1210,1,0.0063
S190552063,W0_2021_2024,1211,8,0.05
S190552063,W0_2021_2024,1213,2,0.0125
S190552063,W0_2021_2024,1405,1,0.0063
S190552063,W0_2021_2024,1406,1,0.0063
S190552063,W0_2021_2024,1407,2,0.0125
S190552063,W0_2021_2024,1710,3,0.0187
S190552063,W0_2021_2024,1802,1,0.0063
S190552063,W0_2021_2024,1804,1,0.0063
S190552063,W0_2021_2024,2002,2,0.0125
S190552063,W0_2021_2024,2734,1,0.0063
S190552063,W0_2021_2024,2739,1,0.0063
S190552063,W0_2021_2024,3103,1,0.0063
S190552063,W0_2021_2024,3202,2,0.0125
S190552063,W0_2021_2024,3203,1,0.0063
S190552063,W0_2021_2024,3205,1,0.0063
S190552063,W0_2021_2024,3207,4,0.025
S190552063,W0_2021_2024,3304,3,0.0187
S190552063,W0_2021_2024,3306,1,0.0063
S190552063,W0_2021_2024,3312,106,0.6625
S190552063,W0_2021_2024,3314,2,0.0125
S190552063,W0_2021_2024,3315,1,0.0063
S190552063,W0_2021_2024,3317,1,0.0063
S190552063,W0_2021_2024,3320,7,0.0437
S190552063,W0_2021_2024,3321,1,0.0063
S190552063,W0_2021_2024,3600,1,0.0063
S190552063,W+1_2022_2025,1202,1,0.0071
S190552063,W+1_2022_2025,1203,1,0.0071
S190552063,W+1_2022_2025,1207,1,0.0071
S190552063,W+1_2022_2025,1208,1,0.0071
S190552063,W+1_2022_2025,1211,5,0.0357
S190552063,W+1_2022_2025,1213,2,0.0143
S190552063,W+1_2022_2025,1405,1,0.0071
S190552063,W+1_2022_2025,1406,1,0.0071
S190552063,W+1_2022_2025,1407,1,0.0071
S190552063,W+1_2022_2025,1710,2,0.0143
S190552063,W+1_2022_2025,1802,1,0.0071
S190552063,W+1_2022_2025,1804,1,0.0071
S190552063,W+1_2022_2025,2002,1,0.0071
S190552063,W+1_2022_2025,2734,1,0.0071
S190552063,W+1_2022_2025,2739,1,0.0071
S190552063,W+1_2022_2025,3202,2,0.0143
S190552063,W+1_2022_2025,3205,1,0.0071
S190552063,W+1_2022_2025,3207,3,0.0214
S190552063,W+1_2022_2025,3304,3,0.0214
S190552063,W+1_2022_2025,3308,1,0.0071
S190552063,W+1_2022_2025,3312,96,0.6857
S190552063,W+1_2022_2025,3314,1,0.0071
S190552063,W+1_2022_2025,3317,1,0.0071
S190552063,W+1_2022_2025,3320,9,0.0643
S190552063,W+1_2022_2025,3321,1,0.0071
S190552063,W+1_2022_2025,3600,1,0.0071
S190942573,W0_2021_2024,1202,1,0.0099
S190942573,W0_2021_2024,1208,1,0.0099
S190942573,W0_2021_2024,1211,1,0.0099
S190942573,W0_2021_2024,1311,1,0.0099
S190942573,W0_2021_2024,1407,1,0.0099
S190942573,W0_2021_2024,1408,2,0.0198
S190942573,W0_2021_2024,1702,1,0.0099
S190942573,W0_2021_2024,2002,1,0.0099
S190942573,W0_2021_2024,2003,1,0.0099
S190942573,W0_2021_2024,2215,1,0.0099
S190942573,W0_2021_2024,2739,1,0.0099
S190942573,W0_2021_2024,2743,1,0.0099
S190942573,W0_2021_2024,3207,2,0.0198
S190942573,W0_2021_2024,3300,1,0.0099
S190942573,W0_2021_2024,3304,1,0.0099
S190942573,W0_2021_2024,3306,1,0.0099
S190942573,W0_2021_2024,3311,2,0.0198
S190942573,W0_2021_2024,3312,42,0.4158
S190942573,W0_2021_2024,3315,12,0.1188
S190942573,W0_2021_2024,3316,4,0.0396
S190942573,W0_2021_2024,3318,4,0.0396
S190942573,W0_2021_2024,3320,11,0.1089
S190942573,W0_2021_2024,3321,6,0.0594
S190942573,W0_2021_2024,3600,2,0.0198
S190942573,W+1_2022_2025,1202,1,0.0106
S190942573,W+1_2022_2025,1208,1,0.0106
S190942573,W+1_2022_2025,1311,1,0.0106
S190942573,W+1_2022_2025,1406,1,0.0106
S190942573,W+1_2022_2025,1407,1,0.0106
S190942573,W+1_2022_2025,1408,2,0.0213
S190942573,W+1_2022_2025,1702,1,0.0106
S190942573,W+1_2022_2025,1706,1,0.0106
S190942573,W+1_2022_2025,2002,1,0.0106
S190942573,W+1_2022_2025,2003,1,0.0106
S190942573,W+1_2022_2025,2215,1,0.0106
S190942573,W+1_2022_2025,2739,1,0.0106
S190942573,W+1_2022_2025,2743,1,0.0106
S190942573,W+1_2022_2025,3207,1,0.0106
S190942573,W+1_2022_2025,3300,1,0.0106
S190942573,W+1_2022_2025,3304,1,0.0106
S190942573,W+1_2022_2025,3312,43,0.4574
S190942573,W+1_2022_2025,3315,9,0.0957
S190942573,W+1_2022_2025,3316,3,0.0319
S190942573,W+1_2022_2025,3317,1,0.0106
S190942573,W+1_2022_2025,3318,5,0.0532
S190942573,W+1_2022_2025,3320,9,0.0957
S190942573,W+1_2022_2025,3321,5,0.0532
S190942573,W+1_2022_2025,3600,2,0.0213
S191292005,W0_2021_2024,1709,1,0.0233
S191292005,W0_2021_2024,2309,2,0.0465
S191292005,W0_2021_2024,2738,1,0.0233
S191292005,W0_2021_2024,3203,2,0.0465
S191292005,W0_2021_2024,3306,3,0.0698
S191292005,W0_2021_2024,3308,1,0.0233
S191292005,W0_2021_2024,3312,28,0.6512
S191292005,W0_2021_2024,3314,1,0.0233
S191292005,W0_2021_2024,3318,1,0.0233
S191292005,W0_2021_2024,3320,2,0.0465
S191292005,W+1_2022_2025,1709,1,0.0233
S191292005,W+1_2022_2025,2309,1,0.0233
S191292005,W+1_2022_2025,2738,1,0.0233
S191292005,W+1_2022_2025,3203,2,0.0465
S191292005,W+1_2022_2025,3306,3,0.0698
S191292005,W+1_2022_2025,3308,1,0.0233
S191292005,W+1_2022_2025,3312,29,0.6744
S191292005,W+1_2022_2025,3314,1,0.0233
S191292005,W+1_2022_2025,3318,1,0.0233
S191292005,W+1_2022_2025,3320,1,0.0233
S193008421,W0_2021_2024,1105,3,0.0165
S193008421,W0_2021_2024,1202,6,0.033
S193008421,W0_2021_2024,1203,1,0.0055
S193008421,W0_2021_2024,1204,3,0.0165
S193008421,W0_2021_2024,1206,1,0.0055
S193008421,W0_2021_2024,1207,7,0.0385
S193008421,W0_2021_2024,1211,1,0.0055
S193008421,W0_2021_2024,1212,2,0.011
S193008421,W0_2021_2024,1402,1,0.0055
S193008421,W0_2021_2024,1408,4,0.022
S193008421,W0_2021_2024,1705,2,0.011
S193008421,W0_2021_2024,2000,1,0.0055
S193008421,W0_2021_2024,2002,2,0.011
S193008421,W0_2021_2024,2215,1,0.0055
S193008421,W0_2021_2024,2734,2,0.011
S193008421,W0_2021_2024,2739,1,0.0055
S193008421,W0_2021_2024,3203,2,0.011
S193008421,W0_2021_2024,3303,1,0.0055
S193008421,W0_2021_2024,3310,1,0.0055
S193008421,W0_2021_2024,3312,68,0.3736
S193008421,W0_2021_2024,3314,7,0.0385
S193008421,W0_2021_2024,3316,3,0.0165
S193008421,W0_2021_2024,3317,1,0.0055
S193008421,W0_2021_2024,3320,49,0.2692
S193008421,W0_2021_2024,3322,3,0.0165
S193008421,W0_2021_2024,3600,9,0.0495
S193008421,W+1_2022_2025,1105,2,0.0131
S193008421,W+1_2022_2025,1202,7,0.0458
S193008421,W+1_2022_2025,1204,3,0.0196
S193008421,W+1_2022_2025,1206,1,0.0065
S193008421,W+1_2022_2025,1207,3,0.0196
S193008421,W+1_2022_2025,1211,1,0.0065
S193008421,W+1_2022_2025,1212,2,0.0131
S193008421,W+1_2022_2025,1402,1,0.0065
S193008421,W+1_2022_2025,1408,4,0.0261
S193008421,W+1_2022_2025,1705,2,0.0131
S193008421,W+1_2022_2025,2000,1,0.0065
S193008421,W+1_2022_2025,2002,2,0.0131
S193008421,W+1_2022_2025,2309,1,0.0065
S193008421,W+1_2022_2025,2734,1,0.0065
S193008421,W+1_2022_2025,3203,1,0.0065
S193008421,W+1_2022_2025,3303,1,0.0065
S193008421,W+1_2022_2025,3312,57,0.3725
S193008421,W+1_2022_2025,3314,8,0.0523
S193008421,W+1_2022_2025,3316,3,0.0196
S193008421,W+1_2022_2025,3317,1,0.0065
S193008421,W+1_2022_2025,3320,40,0.2614
S193008421,W+1_2022_2025,3321,1,0.0065
S193008421,W+1_2022_2025,3322,4,0.0261
S193008421,W+1_2022_2025,3600,6,0.0392
S193055789,W0_2021_2024,1402,4,0.0482
S193055789,W0_2021_2024,1408,3,0.0361
S193055789,W0_2021_2024,2000,3,0.0361
S193055789,W0_2021_2024,2002,1,0.012
S193055789,W0_2021_2024,2100,1,0.012
S193055789,W0_2021_2024,2209,1,0.012
S193055789,W0_2021_2024,2308,2,0.0241
S193055789,W0_2021_2024,2611,1,0.012
S193055789,W0_2021_2024,3109,1,0.012
S193055789,W0_2021_2024,3303,4,0.0482
S193055789,W0_2021_2024,3306,1,0.012
S193055789,W0_2021_2024,3312,19,0.2289
S193055789,W0_2021_2024,3313,1,0.012
S193055789,W0_2021_2024,3314,2,0.0241
S193055789,W0_2021_2024,3315,2,0.0241
S193055789,W0_2021_2024,3316,2,0.0241
S193055789,W0_2021_2024,3320,30,0.3614
S193055789,W0_2021_2024,3321,4,0.0482
S193055789,W0_2021_2024,3322,1,0.012
S193055789,W+1_2022_2025,1402,4,0.0385
S193055789,W+1_2022_2025,1405,1,0.0096
S193055789,W+1_2022_2025,1408,3,0.0288
S193055789,W+1_2022_2025,2000,3,0.0288
S193055789,W+1_2022_2025,2002,2,0.0192
S193055789,W+1_2022_2025,2100,1,0.0096
S193055789,W+1_2022_2025,2209,1,0.0096
S193055789,W+1_2022_2025,2308,2,0.0192
S193055789,W+1_2022_2025,2611,1,0.0096
S193055789,W+1_2022_2025,3109,1,0.0096
S193055789,W+1_2022_2025,3303,6,0.0577
S193055789,W+1_2022_2025,3304,1,0.0096
S193055789,W+1_2022_2025,3310,1,0.0096
S193055789,W+1_2022_2025,3312,21,0.2019
S193055789,W+1_2022_2025,3313,1,0.0096
S193055789,W+1_2022_2025,3315,3,0.0288
S193055789,W+1_2022_2025,3316,1,0.0096
S193055789,W+1_2022_2025,3317,1,0.0096
S193055789,W+1_2022_2025,3318,2,0.0192
S193055789,W+1_2022_2025,3320,44,0.4231
S193055789,W+1_2022_2025,3321,3,0.0288
S193055789,W+1_2022_2025,3322,1,0.0096
S193359815,W0_2021_2024,1110,1,0.0031
S193359815,W0_2021_2024,1202,2,0.0062
S193359815,W0_2021_2024,1207,1,0.0031
S193359815,W0_2021_2024,1208,1,0.0031
S193359815,W0_2021_2024,1209,1,0.0031
S193359815,W0_2021_2024,1211,1,0.0031
S193359815,W0_2021_2024,1407,2,0.0062
S193359815,W0_2021_2024,1408,3,0.0093
S193359815,W0_2021_2024,1710,1,0.0031
S193359815,W0_2021_2024,2002,6,0.0186
S193359815,W0_2021_2024,2003,3,0.0093
S193359815,W0_2021_2024,2306,3,0.0093
S193359815,W0_2021_2024,2308,1,0.0031
S193359815,W0_2021_2024,2309,2,0.0062
S193359815,W0_2021_2024,2713,2,0.0062
S193359815,W0_2021_2024,2738,1,0.0031
S193359815,W0_2021_2024,2739,4,0.0124
S193359815,W0_2021_2024,2743,1,0.0031
S193359815,W0_2021_2024,3109,1,0.0031
S193359815,W0_2021_2024,3203,2,0.0062
S193359815,W0_2021_2024,3205,2,0.0062
S193359815,W0_2021_2024,3207,15,0.0464
S193359815,W0_2021_2024,3303,1,0.0031
S193359815,W0_2021_2024,3304,13,0.0402
S193359815,W0_2021_2024,3305,2,0.0062
S193359815,W0_2021_2024,3306,4,0.0124
S193359815,W0_2021_2024,3308,1,0.0031
S193359815,W0_2021_2024,3310,1,0.0031
S193359815,W0_2021_2024,3311,1,0.0031
S193359815,W0_2021_2024,3312,158,0.4892
S193359815,W0_2021_2024,3314,3,0.0093
S193359815,W0_2021_2024,3315,7,0.0217
S193359815,W0_2021_2024,3316,6,0.0186
S193359815,W0_2021_2024,3317,2,0.0062
S193359815,W0_2021_2024,3318,27,0.0836
S193359815,W0_2021_2024,3320,27,0.0836
S193359815,W0_2021_2024,3321,3,0.0093
S193359815,W0_2021_2024,3322,4,0.0124
S193359815,W0_2021_2024,3600,4,0.0124
S193359815,W0_2021_2024,3604,2,0.0062
S193359815,W0_2021_2024,3611,1,0.0031
S193359815,W+1_2022_2025,1110,1,0.0035
S193359815,W+1_2022_2025,1202,1,0.0035
S193359815,W+1_2022_2025,1207,1,0.0035
S193359815,W+1_2022_2025,1208,1,0.0035
S193359815,W+1_2022_2025,1209,1,0.0035
S193359815,W+1_2022_2025,1211,1,0.0035
S193359815,W+1_2022_2025,1311,1,0.0035
S193359815,W+1_2022_2025,1407,3,0.0106
S193359815,W+1_2022_2025,1408,2,0.0071
S193359815,W+1_2022_2025,2002,6,0.0212
S193359815,W+1_2022_2025,2003,1,0.0035
S193359815,W+1_2022_2025,2306,4,0.0141
S193359815,W+1_2022_2025,2308,1,0.0035
S193359815,W+1_2022_2025,2309,2,0.0071
S193359815,W+1_2022_2025,2713,2,0.0071
S193359815,W+1_2022_2025,2738,1,0.0035
S193359815,W+1_2022_2025,2739,2,0.0071
S193359815,W+1_2022_2025,2743,1,0.0035
S193359815,W+1_2022_2025,2805,2,0.0071
S193359815,W+1_2022_2025,3109,1,0.0035
S193359815,W+1_2022_2025,3203,4,0.0141
S193359815,W+1_2022_2025,3207,11,0.0389
S193359815,W+1_2022_2025,3303,1,0.0035
S193359815,W+1_2022_2025,3304,15,0.053
S193359815,W+1_2022_2025,3305,2,0.0071
S193359815,W+1_2022_2025,3306,3,0.0106
S193359815,W+1_2022_2025,3308,2,0.0071
S193359815,W+1_2022_2025,3312,138,0.4876
S193359815,W+1_2022_2025,3314,2,0.0071
S193359815,W+1_2022_2025,3315,5,0.0177
S193359815,W+1_2022_2025,3316,3,0.0106
S193359815,W+1_2022_2025,3317,1,0.0035
S193359815,W+1_2022_2025,3318,24,0.0848
S193359815,W+1_2022_2025,3320,24,0.0848
S193359815,W+1_2022_2025,3321,4,0.0141
S193359815,W+1_2022_2025,3322,2,0.0071
S193359815,W+1_2022_2025,3600,4,0.0141
S193359815,W+1_2022_2025,3604,2,0.0071
S193359815,W+1_2022_2025,3611,1,0.0035
S194005134,W0_2021_2024,1207,1,0.0094
S194005134,W0_2021_2024,1208,1,0.0094
S194005134,W0_2021_2024,1211,1,0.0094
S194005134,W0_2021_2024,1212,1,0.0094
S194005134,W0_2021_2024,1311,2,0.0189
S194005134,W0_2021_2024,1406,2,0.0189
S194005134,W0_2021_2024,1407,2,0.0189
S194005134,W0_2021_2024,1408,3,0.0283
S194005134,W0_2021_2024,1804,1,0.0094
S194005134,W0_2021_2024,2002,2,0.0189
S194005134,W0_2021_2024,2003,2,0.0189
S194005134,W0_2021_2024,2306,1,0.0094
S194005134,W0_2021_2024,2309,1,0.0094
S194005134,W0_2021_2024,2739,1,0.0094
S194005134,W0_2021_2024,3203,1,0.0094
S194005134,W0_2021_2024,3304,1,0.0094
S194005134,W0_2021_2024,3311,1,0.0094
S194005134,W0_2021_2024,3312,55,0.5189
S194005134,W0_2021_2024,3315,1,0.0094
S194005134,W0_2021_2024,3317,1,0.0094
S194005134,W0_2021_2024,3318,2,0.0189
S194005134,W0_2021_2024,3320,19,0.1792
S194005134,W0_2021_2024,3322,4,0.0377
S194005134,W+1_2022_2025,1100,1,0.0086
S194005134,W+1_2022_2025,1207,1,0.0086
S194005134,W+1_2022_2025,1211,1,0.0086
S194005134,W+1_2022_2025,1311,2,0.0172
S194005134,W+1_2022_2025,1406,2,0.0172
S194005134,W+1_2022_2025,1407,2,0.0172
S194005134,W+1_2022_2025,1408,3,0.0259
S194005134,W+1_2022_2025,1706,1,0.0086
S194005134,W+1_2022_2025,1804,1,0.0086
S194005134,W+1_2022_2025,2002,2,0.0172
S194005134,W+1_2022_2025,2003,11,0.0948
S194005134,W+1_2022_2025,2306,1,0.0086
S194005134,W+1_2022_2025,2309,1,0.0086
S194005134,W+1_2022_2025,2739,1,0.0086
S194005134,W+1_2022_2025,3203,1,0.0086
S194005134,W+1_2022_2025,3304,1,0.0086
S194005134,W+1_2022_2025,3311,1,0.0086
S194005134,W+1_2022_2025,3312,48,0.4138
S194005134,W+1_2022_2025,3315,1,0.0086
S194005134,W+1_2022_2025,3316,1,0.0086
S194005134,W+1_2022_2025,3317,4,0.0345
S194005134,W+1_2022_2025,3318,2,0.0172
S194005134,W+1_2022_2025,3320,19,0.1638
S194005134,W+1_2022_2025,3322,7,0.0603
S194005134,W+1_2022_2025,3612,1,0.0086
S194011547,W0_2021_2024,1202,1,0.005
S194011547,W0_2021_2024,1408,3,0.0149
S194011547,W0_2021_2024,1710,2,0.0099
S194011547,W0_2021_2024,2000,3,0.0149
S194011547,W0_2021_2024,2002,14,0.0693
S194011547,W0_2021_2024,2003,1,0.005
S194011547,W0_2021_2024,2306,1,0.005
S194011547,W0_2021_2024,2308,2,0.0099
S194011547,W0_2021_2024,3207,1,0.005
S194011547,W0_2021_2024,3303,12,0.0594
S194011547,W0_2021_2024,3308,2,0.0099
S194011547,W0_2021_2024,3312,68,0.3366
S194011547,W0_2021_2024,3314,3,0.0149
S194011547,W0_2021_2024,3315,1,0.005
S194011547,W0_2021_2024,3316,2,0.0099
S194011547,W0_2021_2024,3317,5,0.0248
S194011547,W0_2021_2024,3318,3,0.0149
S194011547,W0_2021_2024,3320,77,0.3812
S194011547,W0_2021_2024,3321,1,0.005
S194011547,W+1_2022_2025,1202,2,0.0108
S194011547,W+1_2022_2025,1408,1,0.0054
S194011547,W+1_2022_2025,1710,3,0.0162
S194011547,W+1_2022_2025,1907,1,0.0054
S194011547,W+1_2022_2025,2000,4,0.0216
S194011547,W+1_2022_2025,2002,13,0.0703
S194011547,W+1_2022_2025,2003,1,0.0054
S194011547,W+1_2022_2025,2205,1,0.0054
S194011547,W+1_2022_2025,2306,1,0.0054
S194011547,W+1_2022_2025,2308,1,0.0054
S194011547,W+1_2022_2025,3207,1,0.0054
S194011547,W+1_2022_2025,3303,10,0.0541
S194011547,W+1_2022_2025,3308,1,0.0054
S194011547,W+1_2022_2025,3312,58,0.3135
S194011547,W+1_2022_2025,3314,2,0.0108
S194011547,W+1_2022_2025,3315,1,0.0054
S194011547,W+1_2022_2025,3316,2,0.0108
S194011547,W+1_2022_2025,3317,2,0.0108
S194011547,W+1_2022_2025,3318,3,0.0162
S194011547,W+1_2022_2025,3320,76,0.4108
S194011547,W+1_2022_2025,3321,1,0.0054
S19523265,W0_2021_2024,1106,2,0.0043
S19523265,W0_2021_2024,1111,3,0.0064
S19523265,W0_2021_2024,1202,16,0.0343
S19523265,W0_2021_2024,1204,1,0.0021
S19523265,W0_2021_2024,1205,1,0.0021
S19523265,W0_2021_2024,1206,1,0.0021
S19523265,W0_2021_2024,1207,17,0.0364
S19523265,W0_2021_2024,1208,10,0.0214
S19523265,W0_2021_2024,1209,1,0.0021
S19523265,W0_2021_2024,1210,1,0.0021
S19523265,W0_2021_2024,1211,32,0.0685
S19523265,W0_2021_2024,1212,3,0.0064
S19523265,W0_2021_2024,1213,1,0.0021
S19523265,W0_2021_2024,1404,1,0.0021
S19523265,W0_2021_2024,1406,1,0.0021
S19523265,W0_2021_2024,1407,1,0.0021
S19523265,W0_2021_2024,1408,1,0.0021
S19523265,W0_2021_2024,1702,5,0.0107
S19523265,W0_2021_2024,1703,1,0.0021
S19523265,W0_2021_2024,1706,1,0.0021
S19523265,W0_2021_2024,1710,1,0.0021
S19523265,W0_2021_2024,1802,1,0.0021
S19523265,W0_2021_2024,2000,1,0.0021
S19523265,W0_2021_2024,2002,13,0.0278
S19523265,W0_2021_2024,2003,4,0.0086
S19523265,W0_2021_2024,2100,1,0.0021
S19523265,W0_2021_2024,2105,1,0.0021
S19523265,W0_2021_2024,2306,2,0.0043
S19523265,W0_2021_2024,2308,5,0.0107
S19523265,W0_2021_2024,2406,1,0.0021
S19523265,W0_2021_2024,2613,1,0.0021
S19523265,W0_2021_2024,2735,1,0.0021
