source_id,config,subfield_id,d,p_doc
S4210168416,W0_2021_2024,3315,2,0.0028
S4210168416,W0_2021_2024,3316,6,0.0083
S4210168416,W0_2021_2024,3317,2,0.0028
S4210168416,W0_2021_2024,3318,3,0.0042
S4210168416,W0_2021_2024,3320,203,0.2819
S4210168416,W0_2021_2024,3322,37,0.0514
S4210168416,W0_2021_2024,3600,21,0.0292
S4210168416,W+1_2022_2025,1105,12,0.0172
S4210168416,W+1_2022_2025,1202,32,0.046
S4210168416,W+1_2022_2025,1203,1,0.0014
S4210168416,W+1_2022_2025,1204,7,0.0101
S4210168416,W+1_2022_2025,1205,1,0.0014
S4210168416,W+1_2022_2025,1207,33,0.0474
S4210168416,W+1_2022_2025,1208,2,0.0029
S4210168416,W+1_2022_2025,1209,1,0.0014
S4210168416,W+1_2022_2025,1211,11,0.0158
S4210168416,W+1_2022_2025,1407,1,0.0014
S4210168416,W+1_2022_2025,1408,4,0.0057
S4210168416,W+1_2022_2025,1705,5,0.0072
S4210168416,W+1_2022_2025,1803,1,0.0014
S4210168416,W+1_2022_2025,1804,1,0.0014
S4210168416,W+1_2022_2025,2000,6,0.0086
S4210168416,W+1_2022_2025,2002,8,0.0115
S4210168416,W+1_2022_2025,2003,3,0.0043
S4210168416,W+1_2022_2025,2100,1,0.0014
S4210168416,W+1_2022_2025,2105,2,0.0029
S4210168416,W+1_2022_2025,2306,1,0.0014
S4210168416,W+1_2022_2025,2308,1,0.0014
S4210168416,W+1_2022_2025,2608,1,0.0014
S4210168416,W+1_2022_2025,2734,2,0.0029
S4210168416,W+1_2022_2025,2808,1,0.0014
S4210168416,W+1_2022_2025,3103,1,0.0014
S4210168416,W+1_2022_2025,3203,9,0.0129
S4210168416,W+1_2022_2025,3207,1,0.0014
S4210168416,W+1_2022_2025,3303,3,0.0043
S4210168416,W+1_2022_2025,3304,1,0.0014
S4210168416,W+1_2022_2025,3305,1,0.0014
S4210168416,W+1_2022_2025,3306,1,0.0014
S4210168416,W+1_2022_2025,3308,1,0.0014
S4210168416,W+1_2022_2025,3310,2,0.0029
S4210168416,W+1_2022_2025,3311,1,0.0014
S4210168416,W+1_2022_2025,3312,256,0.3678
S4210168416,W+1_2022_2025,3314,16,0.023
S4210168416,W+1_2022_2025,3315,1,0.0014
S4210168416,W+1_2022_2025,3316,4,0.0057
S4210168416,W+1_2022_2025,3317,3,0.0043
S4210168416,W+1_2022_2025,3318,2,0.0029
S4210168416,W+1_2022_2025,3320,192,0.2759
S4210168416,W+1_2022_2025,3322,41,0.0589
S4210168416,W+1_2022_2025,3600,20,0.0287
S4210168911,W0_2021_2024,1100,1,0.0044
S4210168911,W0_2021_2024,1202,2,0.0089
S4210168911,W0_2021_2024,1204,4,0.0178
S4210168911,W0_2021_2024,1205,1,0.0044
S4210168911,W0_2021_2024,1207,6,0.0267
S4210168911,W0_2021_2024,1208,1,0.0044
S4210168911,W0_2021_2024,1211,30,0.1333
S4210168911,W0_2021_2024,1212,7,0.0311
S4210168911,W0_2021_2024,1408,1,0.0044
S4210168911,W0_2021_2024,1702,1,0.0044
S4210168911,W0_2021_2024,1709,1,0.0044
S4210168911,W0_2021_2024,1710,16,0.0711
S4210168911,W0_2021_2024,2000,7,0.0311
S4210168911,W0_2021_2024,2002,2,0.0089
S4210168911,W0_2021_2024,2306,2,0.0089
S4210168911,W0_2021_2024,2309,1,0.0044
S4210168911,W0_2021_2024,2613,1,0.0044
S4210168911,W0_2021_2024,2738,1,0.0044
S4210168911,W0_2021_2024,2739,2,0.0089
S4210168911,W0_2021_2024,2805,5,0.0222
S4210168911,W0_2021_2024,3107,1,0.0044
S4210168911,W0_2021_2024,3200,1,0.0044
S4210168911,W0_2021_2024,3203,1,0.0044
S4210168911,W0_2021_2024,3204,1,0.0044
S4210168911,W0_2021_2024,3205,3,0.0133
S4210168911,W0_2021_2024,3207,2,0.0089
S4210168911,W0_2021_2024,3303,3,0.0133
S4210168911,W0_2021_2024,3304,1,0.0044
S4210168911,W0_2021_2024,3305,1,0.0044
S4210168911,W0_2021_2024,3306,1,0.0044
S4210168911,W0_2021_2024,3308,1,0.0044
S4210168911,W0_2021_2024,3311,2,0.0089
S4210168911,W0_2021_2024,3312,65,0.2889
S4210168911,W0_2021_2024,3314,4,0.0178
S4210168911,W0_2021_2024,3315,2,0.0089
S4210168911,W0_2021_2024,3316,7,0.0311
S4210168911,W0_2021_2024,3317,4,0.0178
S4210168911,W0_2021_2024,3318,1,0.0044
S4210168911,W0_2021_2024,3320,26,0.1156
S4210168911,W0_2021_2024,3322,1,0.0044
S4210168911,W0_2021_2024,3600,4,0.0178
S4210168911,W0_2021_2024,3616,1,0.0044
S4210168911,W+1_2022_2025,1100,1,0.0058
S4210168911,W+1_2022_2025,1202,2,0.0117
S4210168911,W+1_2022_2025,1204,4,0.0234
S4210168911,W+1_2022_2025,1205,1,0.0058
S4210168911,W+1_2022_2025,1207,3,0.0175
S4210168911,W+1_2022_2025,1208,1,0.0058
S4210168911,W+1_2022_2025,1211,20,0.117
S4210168911,W+1_2022_2025,1212,6,0.0351
S4210168911,W+1_2022_2025,1702,1,0.0058
S4210168911,W+1_2022_2025,1709,1,0.0058
S4210168911,W+1_2022_2025,1710,13,0.076
S4210168911,W+1_2022_2025,2000,6,0.0351
S4210168911,W+1_2022_2025,2002,2,0.0117
S4210168911,W+1_2022_2025,2306,2,0.0117
S4210168911,W+1_2022_2025,2738,1,0.0058
S4210168911,W+1_2022_2025,2739,1,0.0058
S4210168911,W+1_2022_2025,2805,4,0.0234
S4210168911,W+1_2022_2025,3107,1,0.0058
S4210168911,W+1_2022_2025,3200,1,0.0058
S4210168911,W+1_2022_2025,3203,1,0.0058
S4210168911,W+1_2022_2025,3204,1,0.0058
S4210168911,W+1_2022_2025,3205,2,0.0117
S4210168911,W+1_2022_2025,3207,1,0.0058
S4210168911,W+1_2022_2025,3303,3,0.0175
S4210168911,W+1_2022_2025,3304,1,0.0058
S4210168911,W+1_2022_2025,3306,1,0.0058
S4210168911,W+1_2022_2025,3311,2,0.0117
S4210168911,W+1_2022_2025,3312,48,0.2807
S4210168911,W+1_2022_2025,3314,4,0.0234
S4210168911,W+1_2022_2025,3315,1,0.0058
S4210168911,W+1_2022_2025,3316,7,0.0409
S4210168911,W+1_2022_2025,3317,4,0.0234
S4210168911,W+1_2022_2025,3318,1,0.0058
S4210168911,W+1_2022_2025,3320,19,0.1111
S4210168911,W+1_2022_2025,3600,3,0.0175
S4210168911,W+1_2022_2025,3616,1,0.0058
S4210169264,W0_2021_2024,1408,1,0.0137
S4210169264,W0_2021_2024,2000,6,0.0822
S4210169264,W0_2021_2024,2002,2,0.0274
S4210169264,W0_2021_2024,2215,1,0.0137
S4210169264,W0_2021_2024,2306,1,0.0137
S4210169264,W0_2021_2024,2308,2,0.0274
S4210169264,W0_2021_2024,3303,7,0.0959
S4210169264,W0_2021_2024,3304,3,0.0411
S4210169264,W0_2021_2024,3311,1,0.0137
S4210169264,W0_2021_2024,3312,24,0.3288
S4210169264,W0_2021_2024,3314,2,0.0274
S4210169264,W0_2021_2024,3315,3,0.0411
S4210169264,W0_2021_2024,3316,1,0.0137
S4210169264,W0_2021_2024,3318,1,0.0137
S4210169264,W0_2021_2024,3320,18,0.2466
S4210169264,W+1_2022_2025,2002,5,0.0676
S4210169264,W+1_2022_2025,2215,1,0.0135
S4210169264,W+1_2022_2025,2306,2,0.027
S4210169264,W+1_2022_2025,3303,7,0.0946
S4210169264,W+1_2022_2025,3304,4,0.0541
S4210169264,W+1_2022_2025,3305,1,0.0135
S4210169264,W+1_2022_2025,3311,1,0.0135
S4210169264,W+1_2022_2025,3312,21,0.2838
S4210169264,W+1_2022_2025,3313,1,0.0135
S4210169264,W+1_2022_2025,3314,2,0.027
S4210169264,W+1_2022_2025,3315,3,0.0405
S4210169264,W+1_2022_2025,3316,4,0.0541
S4210169264,W+1_2022_2025,3318,1,0.0135
S4210169264,W+1_2022_2025,3320,21,0.2838
S4210169680,W0_2021_2024,1100,1,0.0035
S4210169680,W0_2021_2024,1110,1,0.0035
S4210169680,W0_2021_2024,1202,1,0.0035
S4210169680,W0_2021_2024,1211,2,0.007
S4210169680,W0_2021_2024,1405,1,0.0035
S4210169680,W0_2021_2024,1406,1,0.0035
S4210169680,W0_2021_2024,1408,4,0.014
S4210169680,W0_2021_2024,1706,1,0.0035
S4210169680,W0_2021_2024,1710,1,0.0035
S4210169680,W0_2021_2024,1803,1,0.0035
S4210169680,W0_2021_2024,2000,9,0.0316
S4210169680,W0_2021_2024,2002,11,0.0386
S4210169680,W0_2021_2024,2100,2,0.007
S4210169680,W0_2021_2024,2202,34,0.1193
S4210169680,W0_2021_2024,2214,1,0.0035
S4210169680,W0_2021_2024,2308,1,0.0035
S4210169680,W0_2021_2024,2805,1,0.0035
S4210169680,W0_2021_2024,3103,2,0.007
S4210169680,W0_2021_2024,3104,1,0.0035
S4210169680,W0_2021_2024,3109,2,0.007
S4210169680,W0_2021_2024,3205,1,0.0035
S4210169680,W0_2021_2024,3207,6,0.0211
S4210169680,W0_2021_2024,3300,2,0.007
S4210169680,W0_2021_2024,3303,4,0.014
S4210169680,W0_2021_2024,3304,3,0.0105
S4210169680,W0_2021_2024,3305,1,0.0035
S4210169680,W0_2021_2024,3308,2,0.007
S4210169680,W0_2021_2024,3311,2,0.007
S4210169680,W0_2021_2024,3312,72,0.2526
S4210169680,W0_2021_2024,3315,9,0.0316
S4210169680,W0_2021_2024,3316,3,0.0105
S4210169680,W0_2021_2024,3317,8,0.0281
S4210169680,W0_2021_2024,3320,90,0.3158
S4210169680,W0_2021_2024,3322,2,0.007
S4210169680,W0_2021_2024,3600,2,0.007
S4210169680,W+1_2022_2025,1100,2,0.007
S4210169680,W+1_2022_2025,1110,1,0.0035
S4210169680,W+1_2022_2025,1202,1,0.0035
S4210169680,W+1_2022_2025,1406,1,0.0035
S4210169680,W+1_2022_2025,1408,5,0.0175
S4210169680,W+1_2022_2025,1702,1,0.0035
S4210169680,W+1_2022_2025,1803,1,0.0035
S4210169680,W+1_2022_2025,1804,1,0.0035
S4210169680,W+1_2022_2025,2000,8,0.0281
S4210169680,W+1_2022_2025,2002,12,0.0421
S4210169680,W+1_2022_2025,2100,3,0.0105
S4210169680,W+1_2022_2025,2202,25,0.0877
S4210169680,W+1_2022_2025,2308,1,0.0035
S4210169680,W+1_2022_2025,2805,1,0.0035
S4210169680,W+1_2022_2025,3103,2,0.007
S4210169680,W+1_2022_2025,3109,1,0.0035
S4210169680,W+1_2022_2025,3205,2,0.007
S4210169680,W+1_2022_2025,3207,6,0.0211
S4210169680,W+1_2022_2025,3300,2,0.007
S4210169680,W+1_2022_2025,3303,7,0.0246
S4210169680,W+1_2022_2025,3304,1,0.0035
S4210169680,W+1_2022_2025,3305,1,0.0035
S4210169680,W+1_2022_2025,3308,1,0.0035
S4210169680,W+1_2022_2025,3311,3,0.0105
S4210169680,W+1_2022_2025,3312,79,0.2772
S4210169680,W+1_2022_2025,3315,10,0.0351
S4210169680,W+1_2022_2025,3316,3,0.0105
S4210169680,W+1_2022_2025,3317,6,0.0211
S4210169680,W+1_2022_2025,3320,95,0.3333
S4210169680,W+1_2022_2025,3322,2,0.007
S4210169680,W+1_2022_2025,3600,1,0.0035
S4210169681,W0_2021_2024,1202,9,0.0874
S4210169681,W0_2021_2024,1207,3,0.0291
S4210169681,W0_2021_2024,1209,1,0.0097
S4210169681,W0_2021_2024,2002,4,0.0388
S4210169681,W0_2021_2024,2306,1,0.0097
S4210169681,W0_2021_2024,3304,24,0.233
S4210169681,W0_2021_2024,3310,2,0.0194
S4210169681,W0_2021_2024,3312,33,0.3204
S4210169681,W0_2021_2024,3314,2,0.0194
S4210169681,W0_2021_2024,3316,5,0.0485
S4210169681,W0_2021_2024,3320,14,0.1359
S4210169681,W0_2021_2024,3322,4,0.0388
S4210169681,W0_2021_2024,3600,1,0.0097
S4210169681,W+1_2022_2025,1202,9,0.0918
S4210169681,W+1_2022_2025,1204,1,0.0102
S4210169681,W+1_2022_2025,1207,3,0.0306
S4210169681,W+1_2022_2025,1209,1,0.0102
S4210169681,W+1_2022_2025,1710,1,0.0102
S4210169681,W+1_2022_2025,2002,3,0.0306
S4210169681,W+1_2022_2025,2306,1,0.0102
S4210169681,W+1_2022_2025,2738,1,0.0102
S4210169681,W+1_2022_2025,3304,20,0.2041
S4210169681,W+1_2022_2025,3308,1,0.0102
S4210169681,W+1_2022_2025,3310,2,0.0204
S4210169681,W+1_2022_2025,3312,35,0.3571
S4210169681,W+1_2022_2025,3314,3,0.0306
S4210169681,W+1_2022_2025,3316,1,0.0102
S4210169681,W+1_2022_2025,3320,11,0.1122
S4210169681,W+1_2022_2025,3322,4,0.0408
S4210169681,W+1_2022_2025,3600,1,0.0102
S4210170263,W0_2021_2024,1202,3,0.0199
S4210170263,W0_2021_2024,1204,1,0.0066
S4210170263,W0_2021_2024,1207,4,0.0265
S4210170263,W0_2021_2024,1211,4,0.0265
S4210170263,W0_2021_2024,1402,1,0.0066
S4210170263,W0_2021_2024,1408,3,0.0199
S4210170263,W0_2021_2024,1705,2,0.0132
S4210170263,W0_2021_2024,2000,1,0.0066
S4210170263,W0_2021_2024,2002,1,0.0066
S4210170263,W0_2021_2024,2306,1,0.0066
S4210170263,W0_2021_2024,2308,1,0.0066
S4210170263,W0_2021_2024,2708,1,0.0066
S4210170263,W0_2021_2024,2734,5,0.0331
S4210170263,W0_2021_2024,2808,2,0.0132
S4210170263,W0_2021_2024,3203,3,0.0199
S4210170263,W0_2021_2024,3308,9,0.0596
S4210170263,W0_2021_2024,3312,44,0.2914
S4210170263,W0_2021_2024,3314,2,0.0132
S4210170263,W0_2021_2024,3320,24,0.1589
S4210170263,W0_2021_2024,3321,3,0.0199
S4210170263,W0_2021_2024,3322,13,0.0861
S4210170263,W0_2021_2024,3600,23,0.1523
S4210170263,W+1_2022_2025,1202,1,0.0093
S4210170263,W+1_2022_2025,1204,1,0.0093
S4210170263,W+1_2022_2025,1207,1,0.0093
S4210170263,W+1_2022_2025,1211,3,0.0278
S4210170263,W+1_2022_2025,1402,1,0.0093
S4210170263,W+1_2022_2025,1408,4,0.037
S4210170263,W+1_2022_2025,1705,4,0.037
S4210170263,W+1_2022_2025,2000,1,0.0093
S4210170263,W+1_2022_2025,2002,1,0.0093
S4210170263,W+1_2022_2025,2306,1,0.0093
S4210170263,W+1_2022_2025,2308,1,0.0093
S4210170263,W+1_2022_2025,2708,1,0.0093
S4210170263,W+1_2022_2025,2734,4,0.037
S4210170263,W+1_2022_2025,3203,2,0.0185
S4210170263,W+1_2022_2025,3308,5,0.0463
S4210170263,W+1_2022_2025,3311,1,0.0093
S4210170263,W+1_2022_2025,3312,35,0.3241
S4210170263,W+1_2022_2025,3314,2,0.0185
S4210170263,W+1_2022_2025,3320,15,0.1389
S4210170263,W+1_2022_2025,3321,2,0.0185
S4210170263,W+1_2022_2025,3322,7,0.0648
S4210170263,W+1_2022_2025,3600,15,0.1389
S4210171126,W0_2021_2024,1202,3,0.12
S4210171126,W0_2021_2024,1204,1,0.04
S4210171126,W0_2021_2024,1212,2,0.08
S4210171126,W0_2021_2024,1902,2,0.08
S4210171126,W0_2021_2024,1911,2,0.08
S4210171126,W0_2021_2024,2000,2,0.08
S4210171126,W0_2021_2024,2002,4,0.16
S4210171126,W0_2021_2024,2613,1,0.04
S4210171126,W0_2021_2024,3312,1,0.04
S4210171126,W0_2021_2024,3313,1,0.04
S4210171126,W0_2021_2024,3314,2,0.08
S4210171126,W0_2021_2024,3320,4,0.16
S4210171126,W+1_2022_2025,1202,3,0.1
S4210171126,W+1_2022_2025,1204,1,0.0333
S4210171126,W+1_2022_2025,1208,1,0.0333
S4210171126,W+1_2022_2025,1212,2,0.0667
S4210171126,W+1_2022_2025,1803,1,0.0333
S4210171126,W+1_2022_2025,1902,1,0.0333
S4210171126,W+1_2022_2025,1911,1,0.0333
S4210171126,W+1_2022_2025,2000,3,0.1
S4210171126,W+1_2022_2025,2002,4,0.1333
S4210171126,W+1_2022_2025,2613,1,0.0333
S4210171126,W+1_2022_2025,3103,1,0.0333
S4210171126,W+1_2022_2025,3104,1,0.0333
S4210171126,W+1_2022_2025,3109,1,0.0333
S4210171126,W+1_2022_2025,3313,1,0.0333
S4210171126,W+1_2022_2025,3314,2,0.0667
S4210171126,W+1_2022_2025,3317,2,0.0667
S4210171126,W+1_2022_2025,3320,4,0.1333
S4210171491,W0_2021_2024,1100,2,0.0116
S4210171491,W0_2021_2024,1102,1,0.0058
S4210171491,W0_2021_2024,1105,1,0.0058
S4210171491,W0_2021_2024,1106,3,0.0173
S4210171491,W0_2021_2024,1312,2,0.0116
S4210171491,W0_2021_2024,1604,1,0.0058
S4210171491,W0_2021_2024,1605,1,0.0058
S4210171491,W0_2021_2024,1904,1,0.0058
S4210171491,W0_2021_2024,2002,1,0.0058
S4210171491,W0_2021_2024,2202,13,0.0751
S4210171491,W0_2021_2024,2204,3,0.0173
S4210171491,W0_2021_2024,2206,2,0.0116
S4210171491,W0_2021_2024,2207,1,0.0058
S4210171491,W0_2021_2024,2208,3,0.0173
S4210171491,W0_2021_2024,2210,1,0.0058
S4210171491,W0_2021_2024,2211,3,0.0173
S4210171491,W0_2021_2024,2213,3,0.0173
S4210171491,W0_2021_2024,2305,1,0.0058
S4210171491,W0_2021_2024,2306,17,0.0983
S4210171491,W0_2021_2024,2308,1,0.0058
S4210171491,W0_2021_2024,2505,19,0.1098
S4210171491,W0_2021_2024,2507,1,0.0058
S4210171491,W0_2021_2024,2508,1,0.0058
S4210171491,W0_2021_2024,2604,1,0.0058
S4210171491,W0_2021_2024,2702,1,0.0058
S4210171491,W0_2021_2024,2704,1,0.0058
S4210171491,W0_2021_2024,2741,8,0.0462
S4210171491,W0_2021_2024,3104,6,0.0347
S4210171491,W0_2021_2024,3106,45,0.2601
S4210171491,W0_2021_2024,3107,4,0.0231
S4210171491,W0_2021_2024,3108,11,0.0636
S4210171491,W0_2021_2024,3109,3,0.0173
S4210171491,W0_2021_2024,3312,1,0.0058
S4210171491,W0_2021_2024,3320,3,0.0173
S4210171491,W0_2021_2024,3614,7,0.0405
S4210171491,W+1_2022_2025,1100,1,0.006
S4210171491,W+1_2022_2025,1105,1,0.006
S4210171491,W+1_2022_2025,1106,3,0.018
S4210171491,W+1_2022_2025,1110,1,0.006
S4210171491,W+1_2022_2025,1312,1,0.006
S4210171491,W+1_2022_2025,1604,1,0.006
S4210171491,W+1_2022_2025,2002,1,0.006
S4210171491,W+1_2022_2025,2202,10,0.0599
S4210171491,W+1_2022_2025,2204,2,0.012
S4210171491,W+1_2022_2025,2206,1,0.006
S4210171491,W+1_2022_2025,2208,2,0.012
S4210171491,W+1_2022_2025,2210,1,0.006
S4210171491,W+1_2022_2025,2211,3,0.018
S4210171491,W+1_2022_2025,2213,2,0.012
S4210171491,W+1_2022_2025,2305,2,0.012
S4210171491,W+1_2022_2025,2306,14,0.0838
S4210171491,W+1_2022_2025,2308,1,0.006
S4210171491,W+1_2022_2025,2505,21,0.1257
S4210171491,W+1_2022_2025,2507,1,0.006
S4210171491,W+1_2022_2025,2702,3,0.018
S4210171491,W+1_2022_2025,2741,6,0.0359
S4210171491,W+1_2022_2025,3104,5,0.0299
S4210171491,W+1_2022_2025,3106,54,0.3234
S4210171491,W+1_2022_2025,3107,7,0.0419
S4210171491,W+1_2022_2025,3108,11,0.0659
S4210171491,W+1_2022_2025,3109,4,0.024
S4210171491,W+1_2022_2025,3320,4,0.024
S4210171491,W+1_2022_2025,3614,4,0.024
S4210171603,W0_2021_2024,1202,1,0.0045
S4210171603,W0_2021_2024,1204,1,0.0045
S4210171603,W0_2021_2024,1206,1,0.0045
S4210171603,W0_2021_2024,1210,1,0.0045
S4210171603,W0_2021_2024,1211,2,0.009
S4210171603,W0_2021_2024,1213,1,0.0045
S4210171603,W0_2021_2024,1307,1,0.0045
S4210171603,W0_2021_2024,1308,8,0.036
S4210171603,W0_2021_2024,1309,2,0.009
S4210171603,W0_2021_2024,1311,72,0.3243
S4210171603,W0_2021_2024,1312,39,0.1757
S4210171603,W0_2021_2024,1702,2,0.009
S4210171603,W0_2021_2024,2002,2,0.009
S4210171603,W0_2021_2024,2215,1,0.0045
S4210171603,W0_2021_2024,2403,5,0.0225
S4210171603,W0_2021_2024,2705,1,0.0045
S4210171603,W0_2021_2024,2713,3,0.0135
S4210171603,W0_2021_2024,2715,1,0.0045
S4210171603,W0_2021_2024,2716,4,0.018
S4210171603,W0_2021_2024,2718,1,0.0045
S4210171603,W0_2021_2024,2723,2,0.009
S4210171603,W0_2021_2024,2727,3,0.0135
S4210171603,W0_2021_2024,2728,4,0.018
S4210171603,W0_2021_2024,2730,1,0.0045
S4210171603,W0_2021_2024,2734,2,0.009
S4210171603,W0_2021_2024,2735,3,0.0135
S4210171603,W0_2021_2024,2737,4,0.018
S4210171603,W0_2021_2024,2738,5,0.0225
S4210171603,W0_2021_2024,2739,12,0.0541
S4210171603,W0_2021_2024,2740,4,0.018
S4210171603,W0_2021_2024,2741,1,0.0045
S4210171603,W0_2021_2024,2745,1,0.0045
S4210171603,W0_2021_2024,2746,5,0.0225
S4210171603,W0_2021_2024,2748,3,0.0135
S4210171603,W0_2021_2024,2804,1,0.0045
S4210171603,W0_2021_2024,2805,3,0.0135
S4210171603,W0_2021_2024,3103,1,0.0045
S4210171603,W0_2021_2024,3202,1,0.0045
S4210171603,W0_2021_2024,3203,5,0.0225
S4210171603,W0_2021_2024,3204,2,0.009
S4210171603,W0_2021_2024,3205,2,0.009
S4210171603,W0_2021_2024,3207,1,0.0045
S4210171603,W0_2021_2024,3312,1,0.0045
S4210171603,W0_2021_2024,3314,1,0.0045
S4210171603,W0_2021_2024,3317,1,0.0045
S4210171603,W0_2021_2024,3600,2,0.009
S4210171603,W0_2021_2024,3605,1,0.0045
S4210171603,W0_2021_2024,3616,1,0.0045
S4210171603,W+1_2022_2025,1204,1,0.0056
S4210171603,W+1_2022_2025,1210,1,0.0056
S4210171603,W+1_2022_2025,1211,2,0.0112
S4210171603,W+1_2022_2025,1307,1,0.0056
S4210171603,W+1_2022_2025,1308,6,0.0335
S4210171603,W+1_2022_2025,1311,55,0.3073
S4210171603,W+1_2022_2025,1312,37,0.2067
S4210171603,W+1_2022_2025,1702,1,0.0056
S4210171603,W+1_2022_2025,1804,1,0.0056
S4210171603,W+1_2022_2025,2002,2,0.0112
S4210171603,W+1_2022_2025,2215,1,0.0056
S4210171603,W+1_2022_2025,2403,5,0.0279
S4210171603,W+1_2022_2025,2613,1,0.0056
S4210171603,W+1_2022_2025,2705,1,0.0056
S4210171603,W+1_2022_2025,2712,1,0.0056
S4210171603,W+1_2022_2025,2713,3,0.0168
S4210171603,W+1_2022_2025,2715,1,0.0056
S4210171603,W+1_2022_2025,2716,4,0.0223
S4210171603,W+1_2022_2025,2718,1,0.0056
S4210171603,W+1_2022_2025,2723,2,0.0112
S4210171603,W+1_2022_2025,2727,3,0.0168
S4210171603,W+1_2022_2025,2728,4,0.0223
S4210171603,W+1_2022_2025,2730,1,0.0056
S4210171603,W+1_2022_2025,2735,5,0.0279
S4210171603,W+1_2022_2025,2737,2,0.0112
S4210171603,W+1_2022_2025,2738,1,0.0056
S4210171603,W+1_2022_2025,2739,12,0.067
S4210171603,W+1_2022_2025,2740,4,0.0223
S4210171603,W+1_2022_2025,2741,1,0.0056
S4210171603,W+1_2022_2025,2745,1,0.0056
S4210171603,W+1_2022_2025,2746,2,0.0112
S4210171603,W+1_2022_2025,2804,1,0.0056
S4210171603,W+1_2022_2025,2805,2,0.0112
S4210171603,W+1_2022_2025,2809,1,0.0056
S4210171603,W+1_2022_2025,3202,1,0.0056
S4210171603,W+1_2022_2025,3203,6,0.0335
S4210171603,W+1_2022_2025,3205,1,0.0056
S4210171603,W+1_2022_2025,3317,1,0.0056
S4210171603,W+1_2022_2025,3605,1,0.0056
S4210171603,W+1_2022_2025,3616,2,0.0112
S4210171745,W0_2021_2024,1202,3,0.0323
S4210171745,W0_2021_2024,1209,1,0.0108
S4210171745,W0_2021_2024,1211,1,0.0108
S4210171745,W0_2021_2024,1803,1,0.0108
S4210171745,W0_2021_2024,1912,1,0.0108
S4210171745,W0_2021_2024,2000,1,0.0108
S4210171745,W0_2021_2024,2002,2,0.0215
S4210171745,W0_2021_2024,2211,1,0.0108
S4210171745,W0_2021_2024,3203,1,0.0108
S4210171745,W0_2021_2024,3207,2,0.0215
S4210171745,W0_2021_2024,3304,1,0.0108
S4210171745,W0_2021_2024,3305,2,0.0215
S4210171745,W0_2021_2024,3311,1,0.0108
S4210171745,W0_2021_2024,3312,20,0.2151
S4210171745,W0_2021_2024,3314,1,0.0108
S4210171745,W0_2021_2024,3316,2,0.0215
S4210171745,W0_2021_2024,3318,34,0.3656
S4210171745,W0_2021_2024,3320,15,0.1613
S4210171745,W0_2021_2024,3322,1,0.0108
S4210171745,W0_2021_2024,3600,1,0.0108
S4210171745,W0_2021_2024,3616,1,0.0108
S4210171745,W+1_2022_2025,1202,3,0.0254
S4210171745,W+1_2022_2025,1209,2,0.0169
S4210171745,W+1_2022_2025,1211,1,0.0085
S4210171745,W+1_2022_2025,1213,1,0.0085
S4210171745,W+1_2022_2025,1402,1,0.0085
S4210171745,W+1_2022_2025,1803,1,0.0085
S4210171745,W+1_2022_2025,2000,1,0.0085
S4210171745,W+1_2022_2025,2002,1,0.0085
S4210171745,W+1_2022_2025,2211,1,0.0085
S4210171745,W+1_2022_2025,2731,1,0.0085
S4210171745,W+1_2022_2025,3203,2,0.0169
S4210171745,W+1_2022_2025,3207,3,0.0254
S4210171745,W+1_2022_2025,3304,1,0.0085
S4210171745,W+1_2022_2025,3305,1,0.0085
S4210171745,W+1_2022_2025,3311,2,0.0169
S4210171745,W+1_2022_2025,3312,25,0.2119
S4210171745,W+1_2022_2025,3314,1,0.0085
S4210171745,W+1_2022_2025,3316,3,0.0254
S4210171745,W+1_2022_2025,3318,43,0.3644
S4210171745,W+1_2022_2025,3320,22,0.1864
S4210171745,W+1_2022_2025,3600,2,0.0169
S4210172117,W0_2021_2024,1105,1,0.0057
S4210172117,W0_2021_2024,1202,4,0.0229
S4210172117,W0_2021_2024,1204,2,0.0114
S4210172117,W0_2021_2024,1205,1,0.0057
S4210172117,W0_2021_2024,1207,5,0.0286
S4210172117,W0_2021_2024,1208,2,0.0114
S4210172117,W0_2021_2024,1210,2,0.0114
S4210172117,W0_2021_2024,1211,12,0.0686
S4210172117,W0_2021_2024,1212,4,0.0229
S4210172117,W0_2021_2024,1213,1,0.0057
S4210172117,W0_2021_2024,1702,2,0.0114
S4210172117,W0_2021_2024,1703,2,0.0114
S4210172117,W0_2021_2024,1704,1,0.0057
S4210172117,W0_2021_2024,1705,1,0.0057
S4210172117,W0_2021_2024,2002,5,0.0286
S4210172117,W0_2021_2024,2308,1,0.0057
S4210172117,W0_2021_2024,2309,1,0.0057
S4210172117,W0_2021_2024,2614,1,0.0057
S4210172117,W0_2021_2024,2707,1,0.0057
S4210172117,W0_2021_2024,2739,1,0.0057
S4210172117,W0_2021_2024,2805,5,0.0286
S4210172117,W0_2021_2024,3103,1,0.0057
S4210172117,W0_2021_2024,3203,1,0.0057
S4210172117,W0_2021_2024,3205,5,0.0286
S4210172117,W0_2021_2024,3207,1,0.0057
S4210172117,W0_2021_2024,3304,3,0.0171
S4210172117,W0_2021_2024,3305,2,0.0114
S4210172117,W0_2021_2024,3306,1,0.0057
S4210172117,W0_2021_2024,3312,81,0.4629
S4210172117,W0_2021_2024,3314,2,0.0114
S4210172117,W0_2021_2024,3315,1,0.0057
S4210172117,W0_2021_2024,3316,9,0.0514
